queries,response
"Fireworks, Independence Day (United States), Waupaca, Fond du Lac",0
"Labour Party, Keir Starmer, United Kingdom, Leader of the Labour Party of the United Kingdom, Conservative Party",0
"Sharks, South Padre Island, Texas",0
"Cristiano Ronaldo, Portugal national football team, UEFA Euro 2024, Ambush marketing, Slovenia national football team",0
"FC Dallas, Portland Timbers, MLS",0
"Kendrick Lamar, Drake, Hip hop music, Whitney Alford",0
"Zack Short, Atlanta Braves, San Francisco Giants, St. Louis Cardinals, Shortstop, Orlando Arcia",0
"Minnesota Lynx, WNBA, Napheesa Collier, Playoffs",0
"Ecuador national football team, Mexico, 2024 Copa América, Ecuador",0
"Argentina national football team, Chile national football team, Copa América",0
"Colorado Rockies, Milwaukee Brewers, Colin Rea, Rhys Hoskins, Christian Yelich",0
"Argentina national football team, Ángel Di María, 2024 Copa América, Lionel Messi, Captain",0
"Tampa Bay Rays, Kansas City Royals, Zack Littell",0
"Severe weather, Thunderstorm",0
"Baltimore Orioles, Dean Kremer, Seattle Mariners, Ryan O'Hearn, Pitcher",0
"California, The Bakersfield Californian, Shafter, Fireworks",0
"Argentina, Copa América, Lionel Messi",0
"Colorado Rockies, Willy Adames, Ejection, Milwaukee Brewers, MLB",0
"Hamas, Hostage, Gaza Strip, Israel, New York, Independence Day (United States)",0
"Valdosta, Fireworks, Georgia",0
"Nigel Farage, Barnsley, United Kingdom",0
"General election, Ealing North, Ealing Central and Acton, 2024, London Borough of Ealing, Labour Party",0
"Summer House, Lindsay Hubbard, Carl Radke, Bravo",0
"Luka Dončić, Slovenia, Dallas Mavericks, Basketball",0
"General election, Polling station, United Kingdom",0
"Independence Day (United States), 2024, July 4, Texas, Parade",0
"Emiliano Martínez, Aston Villa F.C., Argentina national football team, Goalkeeper, Summer Olympic Games, Unai Emery, Premier League",0
"Doughnut, Hinsdale, Clarendon Hills, July 4, Libertyville, Lake Forest",0
"Milwaukee Brewers, Tampa Bay Rays, Pitcher",0
"Esporte Clube Bahia, Esporte Clube Juventude, Campeonato Brasileiro Série A",0
"Ryan Garcia, Racism, World Boxing Council",0
"Michael Rubin, Tom Brady, Prince Constantine Alexios of Greece and Denmark, NFL, Independence Day (United States), The Hamptons",0
"United Kingdom, Economy, Gross domestic product, Economic growth, Rishi Sunak",0
"Beverly Hills Cop, Eddie Murphy, Axel Foley, Action, Netflix, Judge Reinhold",0
"Dubuque, Mathias Ham Historic Site, Ice cream, Independence Day (United States)",0
"Pride in London Parade, Pride parade, United Kingdom, 2024, LGBT pride",0
"Los Angeles Dodgers, San Francisco Giants, MLB",0
"Hulu, Will Smith, Independence Day, Martin Lawrence",0
"Conservative Party, Rishi Sunak, Steve Baker, Kemi Badenoch, Leadership",5
"Nicole Kidman, Zac Efron, Anne Hathaway, Age disparity in sexual relationships",0
"Andy Murray, Wimbledon, Tennis",0
"Oil refinery, Scotland, Scottish National Party",0
"Oakland Athletics, Los Angeles Angels, Pitcher",0
"Korean drama, Kim So-hyun, Netflix, 2024",0
"Los Angeles Dodgers, Éric Gagné, Dodger Stadium, Save",0
"Venezuela national football team, Canada, 2024 Copa América",0
"Driving under the influence, Independence Day (United States)",0
