queries,response
"New Zealand national rugby union team, Scott Robertson, England national rugby union team, Crusaders, Beauden Barrett",0
"Eddie Murphy, Beverly Hills Cop",0
"New York Yankees, MLB, Boston Red Sox, Associated Press",0
"Storm, New York, Thunderstorm, Tornado, AccuWeather",0
"Mixed martial arts, Kickboxing, Live: ONE Championship Mixed Martial Arts, Senegal",0
"Minnesota Twins, Houston Astros, MLB, Designated hitter",0
Mike Heslin,0
"Baltimore Orioles, Oakland Athletics, Gunnar Henderson, MLB",0
"Michael Taylor, Pittsburgh Pirates, Home run, New York Mets",0
"China, Connected car, smart, Self-driving car, Cloud computing",0
"Tampa Bay Rays, Texas Rangers, Shane Baz, Michael Lorenzen, Corey Seager",0
"Coal, Philippines, Indonesia, Renewable energy",0
"Ranger Suárez, Philadelphia Phillies, Pitcher, MLB, Atlanta Braves, Miami Marlins",0
"Carlo Maria Viganò, Pope Francis, Vatican City, Catholic Church, Holy See, Excommunication, Archbishop",0
"Smart TV, 4K resolution, Television set",0
"Alisha Lehmann, Juventus F.C., Aston Villa F.C., Douglas Luiz",0
"Philippines, Raul Lambino, South China Sea",0
"Cryptocurrency, Marketing",0
"Artificial intelligence, Language model, Machine learning, Evaluation",0
"Immunity, Immunology, Mouse, Antibody, Animal model, Humanized mouse",0
"Prime Minister of Spain, Spain, Pedro Sánchez",0
"UConn Huskies women's basketball, WNBA, Seattle Storm, College basketball",0
"San Francisco Giants, Blake Snell, Cleveland Guardians, Alex Cobb, Pitcher",0
"Iran, Masoud Pezeshkian, Saeed Jalili, Presidential election",5
"White rhinoceros, Chile, Endangered species",0
"South Africa national rugby union team, Ireland national rugby union team, Rassie Erasmus",0
"John Deere Classic, Aaron Rai, PGA TOUR, Pan Cheng-tsung, TPC Deere Run",0
"AC power plugs and sockets, Childproofing, Safety",0
"Wildfire, Vernon, Artificial intelligence, British Columbia",0
"Jio, Bharti Airtel, Vodafone Idea Limited, Prepaid mobile phone",0
"Open banking, Finance, Fintech, Australian Banking Association",0
"Lanka Premier League, Sri Lanka",0
"Artificial intelligence, Chatbot",0
"Microsoft, Artificial intelligence, Windows Insider",0
"Stingray, Charlotte, Aquarium & Shark Lab by Team ECCO",0
"Manchester United F.C., Matthijs de Ligt, FC Bayern Munich, Erik ten Hag, AFC Ajax",0
"Austin Theory, WWE SmackDown!, DIY",0
"Denisovan, Tibetan Plateau, Homo, Hominini",0
"Cryptocurrency, Finance, Artificial intelligence, Ethereum, Robo-advisor",0
"Niger, Burkina Faso, Mali, Military junta, Economic Community of West African States, Sahel, Africa",0
"Rajinikanth, Shruti Haasan",0
"LG Corp, Home automation, Internet of things, Artificial intelligence",0
"Colorado Rapids, MLS, Western Conference",0
"Grand Prix motorcycle racing, Miguel Oliveira, German motorcycle Grand Prix, Maverick Viñales, German Grand Prix, Marc Márquez",0
"Türkiye, Khalid bin Salman Al Saud, Minister of Defense of Saudi Arabia, Saudi Arabian Military Industries",0
"Tim Jarvis, Australian Museum, Ernest Shackleton, Australia",0
"Burkina Faso, Tunisia",0
"Climate change, Roosevelt Skerrit, Dominica, Caribbean, Grenada",0
"Indonesia, Indonesian National Police",0
