queries,response
"Netherlands, Türkiye, UEFA Euro 2024, Netherlands national football team",0
"Vincenzo Montella, Turkey national football team, UEFA European Championship, Türkiye",0
"DeMar DeRozan, Los Angeles Lakers, Chicago Bulls, NBA, Sacramento Kings, Miami Heat, Free agent, San Antonio Spurs, Sign-and-trade deal",0
"Nate Diaz, Conor McGregor, Ultimate Fighting Championship, Mixed martial arts, Jorge Masvidal, Michael Chandler, The Ultimate Fighter",0
"St. Louis Cardinals, Washington Nationals, Willson Contreras",0
"Norwich City F.C., Copa América, Panama, Josh Sargent, EFL Championship",0
"England national football team, Gareth Southgate, Trent Alexander-Arnold, Switzerland national football team, UEFA Euro 2024, Liverpool F.C., Kieran Trippier",0
"Detroit Tigers, Cincinnati Reds, Parker Meadows",0
"San Francisco Giants, Blake Snell, Cleveland Guardians, Alex Cobb, Pitcher",0
"Bronny James, Los Angeles Lakers, LeBron James, Juice WRLD",0
"Boston Red Sox, New York Yankees, Masataka Yoshida",0
"Jon Landau, Film producer, Titanic, James Cameron, Avatar, Lightstorm Entertainment",0
"Kyle Walker, England national football team, Lauryn Goodman, UEFA European Championship",0
"Seattle Mariners, Toronto Blue Jays, Center fielder",0
"Nathaniel Lowe, Texas Rangers, Tampa Bay Rays, Josh Lowe, Baseball",0
"Chicago White Sox, Miami Marlins",0
"Novak Djokovic, Wimbledon, Alexei Popyrin, Tennis",0
"WNBA, Chicago Sky, Double-double",0
"Shane van Gisbergen, NASCAR Cup Series, Chicago",0
"Minnesota Twins, Houston Astros, MLB, Designated hitter",0
"Pittsburgh Pirates, New York Mets, MLB",0
"WNBA, Wilson, Iowa Hawkeyes women's basketball, Indiana Fever, Panini, Basketball",0
"Rui Hachimura, Olympic Games Paris 2024, Japan men's national basketball team, Basketball, Gonzaga Bulldogs men's basketball, Japan, Tom Hovasse, Los Angeles Lakers",0
"Morocco, Renewable energy, Germany, Türkiye, Hydrogen production",0
"John Deere Classic, PGA TOUR, Aaron Rai, Pan Cheng-tsung, TPC Deere Run",0
"Brazil national football team, 2024 Copa América, Colombia, Brazil",0
"Carlos Salcedo, Cruz Azul, Paola Salcedo, Mexico, Liga MX",0
"Panama national football team, Bolivia national football team, 2024 Copa América, Bolivia",0
"Pope Francis, Pallium, Archbishop, Metropolitan bishop, Vatican City, St. Peter's Basilica",0
"Justin Bieber, Mukesh Ambani, Mumbai",0
"Alexander Zverev, Wimbledon, Cameron Norrie, Tiebreaker, Taylor Fritz, Marathon, Centre Court | Wimbledon",0
"Los Angeles Dodgers, Milwaukee Brewers, Freddie Freeman",0
"United States national basketball team, Steve Kerr, Basketball, NBA, Serbia",0
"Darren Till, Boxing, Jake Paul, Ultimate Fighting Championship",0
"Timothy Weah, Concacaf Nations League, Copa América, United States men's national soccer team, Panama national football team",0
"Marcelo Bielsa, Leeds United, Uruguay national football team, Copa América",0
"WWE, Money in the Bank ladder match",0
"WNBA All-Star Game, Chicago Sky, Indiana Fever",0
"LSU Tigers women's basketball, Breanna Stewart, BET, New York Liberty",0
"Judith Belushi Pisano, John Belushi, The Blues Brothers, Saturday Night Live, Victor Pisano",0
"Türkiye, Shanghai Cooperation Organisation, BRICS, Recep Tayyip Erdoğan, Export, NATO",0
"New York Yankees, Bullpen, Relief pitcher, MLB",0
"Minnesota Lynx, Connecticut Sun, WNBA, Napheesa Collier",0
"C.D. Guadalajara, Deportivo Toluca F.C., Liga MX",0
"Tropical cyclone, Texas",0
"Baltimore Orioles, Texas Rangers, Corbin Burnes, MLB",0
"Poker, World Series of Poker",0
"Jim Ross, WWE, Pay-per-view, Professional wrestling",0
"Miss Supranational, 2024, Beauty Pageant",0
"MLB, Daily fantasy sports, DraftKings, FanDuel, Fantasy baseball, Pitcher",0
"Los Angeles Dodgers, Christian Walker, Arizona Diamondbacks, Dodger Stadium",0
"Emma Roberts, Julia Roberts, Eric Roberts",0
"Taylor Swift, Patrick Mahomes, Travis Kelce, Kansas City Chiefs, Amsterdam",0
"AJ Mendez, CM Punk, WWE Money in the Bank, Drew McIntyre, WWE SmackDown!",0
"Becky Lynch, Seth Rollins, WWE Money in the Bank, WWE Monday Night RAW, Liv Morgan, Michael Cole, Women's World Championship",0
"Basketball, Luka Dončić, Goga Bitadze, Philippines men's national basketball team, Olympic Games, Tim Cone",0
"Minnesota Vikings, Accident, Cornerback",0
"Chicago Red Stars, Houston Dash, National Women's Soccer League, Bridgeview",0
"Copa América, MLS, 2024, Premier Sports, LA Galaxy, USL Championship",0
"Philadelphia Phillies, Atlanta Braves, Trea Turner, Aaron Nola",0
"Türkiye, Wildfire, United Kingdom",0
"WWE Bad Blood, Cody Rhodes, Paul Levesque, Metro Boomin",0
"Yordan Álvarez, Houston Astros",0
Lucy Letby,0
"South Hill, Fertilizer, West Danville Street",0
"Mukesh Ambani, Isha Ambani, Nita Ambani, Ambani family, Akash Ambani",0
"Beverly Hills Cop, Eddie Murphy, Axel Foley, Action, Judge Reinhold, Netflix",0
Mike Heslin,0
