queries,response
"Supreme Court of the United States, Donald Trump, Riot",5
"Carolina Hurricanes, National Hockey League, Free agent, Ice hockey, Jake Guentzel, Teuvo Teräväinen, Brett Pesce, Eric Tulsky, Martin Nečas, Brady Skjei",0
"Manufacturing, United Kingdom, Purchasing Managers' Index",0
"Supreme Court of the United States, Social media, Joe Biden",5
"OpenSSH, Vulnerability, Secure Shell, Arbitrary code execution, Linux, Common Vulnerabilities and Exposures, Qualys",0
"Wimbledon, Carlos Alcaraz, Tennis",0
"Hellboy, Jack Kesy, Mike Mignola, Guillermo del Toro",0
"Canada Day, 2024",0
"Kylian Mbappé, France national football team, UEFA Euro 2024, Belgium national football team, Nasal fracture",0
"Tropical cyclone, Hurricane Beryl, National Hurricane Center, Caribbean, Atlantic hurricane",0
"England national football team, Manchester United F.C., UEFA Euro 2024, Gareth Southgate, Slovakia national football team",0
"Toronto Maple Leafs, Max Domi, National Hockey League",0
"Kevin De Bruyne, Manchester City F.C., Belgium national football team, UEFA European Championship",0
"New York Rangers, Patrick Kane, National Hockey League, Chicago Blackhawks, Detroit Red Wings",0
"Tesla, NASDAQ:TSLA, Stock, Stock market",0
"Nike, NYSE:NKE",0
"Oklahoma City Thunder, Shams Charania, Free agent",0
Supreme Court of the United States,5
"New York Knicks, Mitchell Robinson, NBA, Center",0
"Cleveland Guardians, Triston McKenzie, Pitcher",0
"Supreme Court of the United States, Associated Press",5
"Lauri Markkanen, Utah Jazz, NBA, Golden State Warriors",0
"Simone Biles, Gymnastics, Olympic Games Paris 2024, United States women's national artistic gymnastics team, Laurie Hernandez",0
"PlayStation Network, Sony PlayStation, Cross-platform play, Sony Corporation",0
"Independence Day (United States), Delaware, Fireworks, July 4",0
"National Hockey League, Tampa, Steven Stamkos",0
"BlackRock, Preqin",0
"Canada Day, Ottawa, July 1",0
"Russell Westbrook, LA Clippers, NBA, Denver Nuggets, Point guard",0
"Supreme Court of the United States, Chevron U.S.A., Inc. v. Natural Resources Defense Council, Inc., Law",5
"Éric Ciotti, National Rally, The Republicans, Far-right politics, France",0
"Numerology, 2024, Lucky number, July 1",0
"Potato cake, Arby's, Potato, Kyle MacLachlan, Fast-food restaurant",0
"Chicago Bulls, Jalen Smith, Free agent, NBA, Andre Drummond, Indiana Pacers",0
"Uruguay national football team, United States men's national soccer team, 2024 Copa América, Uruguay, Gregg Berhalter",0
"Kerasotes Theatres, ShowPlace ICON Theatre & Kitchen at Roosevelt Collection, Regal Secaucus ShowPlace, Chicago, AMC Theatres",0
2024,0
"Ridley Scott, Gladiator, Joseph Quinn, Pedro Pascal, Russell Crowe, Connie Nielsen",0
"U.S. Senior Open, Newport Country Club, Hiroyuki Fujita, United States Golf Association",0
"John Roberts, Supreme Court of the United States, Chief Justice",5
"Manufacturing, S&P Global, Indonesia",0
Estonia,0
Canada Day,0
"Barbados, Tropical wave, Tropical cyclone, Meteorology",0
"Coldplay, Glastonbury Festival, Michael J. Fox, Chris Martin",0
"Good Morning America, Robin Roberts, Portugal, Amber Laign, Michael Strahan",0
"Novak Djokovic, Wimbledon, Osaka",0
"Olympic Games, Gymnastics, United States Olympic trials",0
"Overtime, United States Department of Labor, Joe Biden, Employee, Fair Labor Standards Act",5
"Fuel tax, Illinois, July 1",0
"Herbalife, NYSE:HLF, 2024, New York Stock Exchange, Business Wire, July 31",0
"Initial public offering, Public offering, Stock market, Europe, the Middle East and Africa, Asia–Pacific, 2024, Investment banking",0
"Entrust, Google Chrome, Transport Layer Security, Certificate authority",0
"Roku, Inc., NASDAQ:ROKU, Nasdaq",0
"Nasdaq, Stock, New York Stock Exchange",0
