queries,response
"Costa Rica national football team, Colombia national football team, 2024 Copa América, Colombia",0
"NHL entry draft, 2024",0
"Nail salon, Long Island, Hawaii NAIl & SPA, Deer Park, New York",0
"The Stonewall Inn, Joe Biden, New York, Stonewall National Monument, Stonewall riots",5
"Nebraska, Crete",0
"Glastonbury Festival, Dua Lipa, Coldplay, Emily Eavis",0
"Eminem, Big Sean, Detroit, Hip hop music, Tobey Maguire",0
"Zac Efron, Nicole Kidman, Netflix, Joey King, Romantic comedy",0
"LGBT pride, LGBT Pride March, The Stonewall Inn, Christopher Street",0
"Prospect, Russia, NHL entry draft, Ice hockey, Philadelphia Flyers",0
"Cristiano Ronaldo, Brazil national football team, Tennis, Copa América",0
"2024, June 28",0
"Democratic National Convention, Chicago, Democratic Party, Protest, United Center",5
"Glastonbury Festival, 2024",0
NHL entry draft,0
"Columbus, Fireworks, 2024",0
"Pokémon GO, Niantic, Inc., Gamescom",0
"Gay Games, New York, LGBT pride",0
"Republican Party, John McGuire, Donald Trump, Virginia's 5th Congressional District, Primary election, Virginia",5
"Tropical cyclone, National Hurricane Center, Tropical wave",0
"Philadelphia Phillies, Bryce Harper, Kyle Schwarber, Miami Marlins",0
"Uvalde, Indictment, Pete Arredondo, Robb Elementary School, School shooting",0
Colombia,0
"Alexandre Texier, Columbus Blue Jackets, St. Louis Blues, National Hockey League, Ice hockey",0
"NHL entry draft, Chicago Blackhawks, Western Hockey League",0
"Deadpool & Wolverine, Sabretooth, Wolverine, X-Men, Hugh Jackman, Ryan Reynolds",0
"Olympic Games, Gymnastics, United States Olympic trials",0
"Jill Biden, Joe Biden, Abortion, First Lady of the United States",5
"Florida, Thunderstorm",0
"Tarrant County, Indictment, jailer, Prisoner, Bill Waybourn",5
"San Diego Padres, Jurickson Profar, Washington Nationals",0
"Southwest Airlines, Runway, Portland International Jetport, Boeing 737, Federal Aviation Administration",0
"Luke Combs, NASCAR, NASCAR Cup Series, Nashville",0
"Casablanca, Podcast, Humphrey Bogart, Rick Blaine, Ingrid Bergman",0
"Chicago Pride Parade, Pride parade, LGBT pride",0
"WWE SmackDown!, Roman Reigns, Madison Square Garden",0
"Top 14, Stade Toulousain, Union Bordeaux Bègles, Rugby union, Antoine Dupont, European Rugby Champions Cup",0
"The Mole, Netflix, Game show",0
"Steven Stamkos, Tampa Bay Lightning, National Hockey League, Free agent, Julien BriseBois",0
"San Diego Padres, Joe Musgrove, Pitcher, Boston Red Sox, MLB",0
"Tour de France, Florence, Italy, Road bicycle racing, 2024",0
"Copa América, Americas",0
"Alex Pereira, Ultimate Fighting Championship, Jiří Procházka, Mixed martial arts",0
"Montreal Alouettes, Toronto Argonauts, Canadian Football League",0
"Adley Rutschman, Baltimore Orioles, Catcher, Baseball, Tampa Bay Rays, Roch Kubatko",0
"National Hockey League, San Jose Sharks",0
Camila Cabello,0
"Joe Biden, Twenty-fifth Amendment to the United States Constitution, Republican Party, Kamala Harris, Vice President of the United States, Democratic Party",5
"Lloyd Austin, Derek H. Chollet, Antony Blinken, United States Department of Defense, The Pentagon, Joe Biden, Chief of staff",5
"Interstate 40, Vehicle fire, Chapel Hill",0
"Camila Cabello, Fifth Harmony, Glastonbury Festival, Shawn Mendes",0
"Thad Moffitt, NASCAR Craftsman Truck Series, Nashville Superspeedway, Dawson Cram, Rackley Roofing 200",0
"Supreme Court of the United States, Social media, Joe Biden",5
"Jamaica Athletics Administrative Association, Athletics, Jamaica, 4 × 400 metres relay, Olympic Games",0
"Arizona Diamondbacks, Scott McGough, Pitcher, Oakland Athletics",0
"Abortion, United Arab Emirates, U.S. state",0
"Aurora, United Kingdom, June 28",0
"Montreal Canadiens, Los Angeles Kings, NHL entry draft",0
"North Korea, K-pop, South Korea",0
"Fireworks, Independence Day (United States), Washington, Law",0
"BET Awards, Will Smith",0
"Ilya Mikheyev, Vancouver Canucks, Chicago Blackhawks, National Hockey League, Toronto Maple Leafs",0
"Final Fantasy XIV, Square Enix",0
"Supreme Court of the United States, Donald Trump",5
"Light rail, Rail transport, Kazakhstan, China, Bank Rakyat Indonesia, Astana",0
"Haitians, Key West, Haiti, Florida Keys",0
"Katharine McPhee, David Foster, American Idol",0
USA Gymnastics,0
"Francis Scott Key Bridge, Baltimore, The White House, United States Congress, Disaster, Joe Biden",5
"Supreme Court of the United States, Chevron U.S.A., Inc. v. Natural Resources Defense Council, Inc., Law",5
"U.S. Senior Open, Hole in one, United States Golf Association, Newport Country Club",0
"Citigroup, New York Stock Exchange, NYSE:C, Stress test, Dividend",0
"Taylor Swift, Ireland, Dublin",0
"Lupita Nyong'o, A Quiet Place, Joseph Quinn, John Krasinski, Horror",0
"Neymar, Brazil national football team, Vinicius Junior, FC Barcelona, Al Hilal SFC, Paris Saint-Germain F.C., Real Madrid CF, 2024 Copa América",0
"Milwaukee Brewers, Texas Rangers, Bryse Wilson, Jake Bauers",0
"Philadelphia Flyers, Cam Atkinson, National Hockey League, Ryan Suter, Dallas Stars",0
"Michigan, Government budget, Gretchen Whitmer",5
"Submarine, Spain, Narco-submarine, Colombians, Colombia, Cocaine",0
"Lisa, BLACKPINK, K-pop",0
June 29,0
"Adam Cianciarulo, Motocross, Southwick",0
"Mark Cuban, Joe Biden, Donald Trump, Debate, Dallas Mavericks",5
Delhi,0
"Tunnel, Fehmarn Belt fixed link, Underwater tunnel, Denmark, Construction, Baltic Sea, Germany",0
"Tornado, Wisconsin, Janesville, Severe weather",0
"Andrew Mangiapane, Calgary Flames, Washington Capitals, National Hockey League",0
Excessive heat warning,0
"Juuse Saros, Nashville Predators, Goaltender, National Hockey League",0
"Abortion, Iowa, Supreme Court of the United States",5
"Street Outlaws, Breast cancer",0
"Monolith, Colorado, Las Vegas",0
"Russia, Russian Navy, NATO, Submarine, Kilo-class submarine",0
"Hunter Biden, Admission to practice law, Joe Biden, Law, New trial",5
"Iran, Presidential election, Ebrahim Raisi",5
Supreme Court of the United States,5
"Tijuana, Pride parade, LGBT",0
