queries,response
"Fashion Island, Newport Beach",0
"Paraguay national football team, Costa Rica national football team, 2024 Copa América",0
"Brazil national football team, 2024 Copa América, Colombia",0
"Egg, Product recall, Michael Foods",0
"Blake Anderson, Utah State Aggies football, Head coach, Arkansas State Red Wolves football",0
"Pelé, Brazil, Brazil national football team",0
"WNBA, Chicago Sky, Double-double, Minnesota Lynx",0
"Oklahoma State Cowboys football, Driving under the influence, Running back, College Football",0
"WNBA All-Star Game, Las Vegas Aces, Indiana Fever",0
"Vinicius Junior, Real Madrid CF, Brazil national football team, Copa América",0
"New York Giants, Hard Knocks, NFL, Saquon Barkley",0
"Oroville, Wildfire, Butte County, Emergency evacuation, California Department of Forestry and Fire Protection",0
"Houston Astros, Toronto Blue Jays, Yordan Álvarez",0
"FC Barcelona, Crystal Palace F.C., Colombia national football team, 2024 Copa América, LaLiga, K.R.C. Genk",0
"Air Europa, Turbulence",0
"Skydance Media, National Amusements, Shari Redstone, David Ellison, Paramount Pictures",0
"Digicel, Jamaica, Tropical cyclone, Communication",0
"New York Yankees, Pitcher, Aaron Boone, Baseball, American League",0
"Robert F. Kennedy Jr., Dog",0
"Paicines, California Department of Forestry and Fire Protection, CAL FIRE BEU Station 47 - Bear Valley, San Benito County, California, Panoche Road",0
"Walworth County, Explosion, Lafayette, Kulow Road",0
"Da Nang, China, Finland, Fireworks, Vietnam, 2024",0
"WNBA, Tom Brady, Magic Johnson, Dwyane Wade, Las Vegas Aces",0
"Citizens Bank Park, Howard Eskin, Philadelphia Phillies, WIP-FM, Philadelphia Eagles, Sports radio, Aramark",0
"Ann Wilson, Heart, Concert tour, Nancy Wilson",0
"Los Angeles Dodgers, Éric Gagné, Pitcher, Dodger Stadium, National League, MLB",0
"Fireworks, Independence Day (United States), Safety",0
"WNBA, Indiana Fever, Phoenix Mercury",0
"Robert Towne, Chinatown, Screenwriter, The Last Detail, Academy Awards",0
"Independence Day (United States), July 4, Ralston, Nebraska",0
"Bahrain, FIBA, Basketball, Italy, Puerto Rico, San Juan",0
"July 3, Union, Battle of Gettysburg, 2024",0
"Alzheimer's disease, Food and Drug Administration, Eli Lilly and Company, Dementia",0
"Stingray, Charlotte, Aquarium & Shark Lab by Team ECCO",0
"2024, July 2, Donald Trump",5
"Tornado, Iowa, National Weather Service, Severe weather, Funnel cloud",0
"Fantasy baseball, Relief pitcher, Closer, Chicago Cubs, MLB, New York Yankees",0
"Austria national football team, UEFA Euro 2024, Türkiye, Austria, Merih Demiral",0
"Brominated vegetable oil, Food and Drug Administration, Drink, Food additive",0
"New Jersey, Hilda Estevez, Independence Day (United States)",0
Brazil,0
"Fortnite, Battle royale game, Erik Lehnsherr, Battle pass",0
"Arby's, Potato cake, Potato, Kyle MacLachlan",0
"WNBA, Injury in humans, Los Angeles Sparks, Basketball",0
"Boston Red Sox, Miami Marlins, MLB",0
"Xbox network, Downtime, Microsoft",0
"Bob Menendez, United States Senator",5
"Chicago Cubs, Pitcher",0
"Hunter Biden, Joe Biden, The White House",5
"St. Louis Cardinals, Cincinnati Reds, MLB",0
"Corey Seager, Texas Rangers",0
"Türkiye, Recep Tayyip Erdoğan, NATO summit, Europe, Collective security, United States Department of State, John R. Bass",0
"Car chase, Washington, Anne Arundel County",0
"Rocket, Space launch",0
"New York Liberty, Atlanta Dream, WNBA, Breanna Stewart",0
"Peter Pan Diner, Bay Shore",0
"Rudy Giuliani, Disbarment, Donald Trump, Mayor of New York City",5
"GitLab, Vulnerability, Common Vulnerabilities and Exposures, CI/CD, Continuous integration",0
"Rajesh Ranjan, NEET, Lok Sabha, Bihar",0
"California, Wildfire",0
"Lowe's, Black & Decker (U.S.) Inc., Independence Day (United States), Power tool",0
"Eminem, Big Sean, Hip hop music",0
Nexon,0
"Kazakhstan, Astana, 2024",0
"Texas, Independence Day (United States), Liquor store, Spirit",0
"Radu Albot, Hubert Hurkacz, Wimbledon, Tennis",0
"Madhya Pradesh, Income tax, Mohan Yadav, Finance",0
"Brazil, Gambling",0
"Microsoft Windows, Operating system, Windows Recovery Environment",0
"Keg, Forecasting, Drink, The Keg Steakhouse + Bar - Ottawa Market",0
"July 4, Valley Ranch Town Center, East Montgomery County Improvement District, Lake Houston, 2024",0
"Robot, Robotics",0
"Suki Waterhouse, Bradley Cooper, Robert Pattinson",0
"PlayStation Network, Sony PlayStation, Cross-platform play",0
"Republican Party, Dulles International Airport, Indiana, United States Representative",5
"Joe Biden, Twenty-fifth Amendment to the United States Constitution, Kamala Harris, Republican Party, Vice President of the United States, Democratic Party",5
"Mangrove, Biology, Ecosystem",0
"New York Mets, José Iglesias, Citi Field",0
"Fintech, Deluxe Corporation, Chief Executive Officer, NYSE:DLX, Business Wire, New York Stock Exchange",0
"Nexon, Steam, Xbox, Sony PlayStation",0
"School, Melbourne, St Margaret Mary’s Catholic Primary School",0
"Osteoporosis, Artificial intelligence, Machine learning, Deep learning, Radiography, Dual-energy X-ray absorptiometry",0
"Atlanta Braves, Tyler Matzek, Injury in humans",0
"Romania national football team, Netherlands national football team, Netherlands, UEFA Euro 2024, Cody Gakpo",0
"Flipkart, Unified Payments Interface, SuperMoney, Financial services, Finance, Fintech, Walmart, E-commerce",0
"Pakistan, France, Memorandum of understanding",0
July 2,0
"Indonesia, Nickel, Mineral, Sustainability, Industry",0
"Nathan's Hot Dog Eating Contest, Joey Chestnut, Hot dog, Nathan's Famous",0
"Northland Power, Solar energy, Mexico",0
"Maryland Terrapins women's basketball, Croatia, Basketball",0
"Cranberry Township, Cranberry Twp Police Department, Pennsylvania",0
"Joe Biden, Heat wave",5
