queries,response
"Supreme Court of the United States, Donald Trump, Riot",5
"Thomas Massie, Rhonda Massie, Republican Party, Member of Congress, Kentucky",5
"Supreme Court of the United States, Social media, Joe Biden",5
"Dallas Mavericks, Tim Hardaway Jr., Detroit Pistons, NBA, Quentin Grimes, New York Knicks",0
"Katharine McPhee, David Foster, American Idol",0
"Nike, NYSE:NKE",0
"Earthquake, Peru, Richter scale, Tsunami warning system",0
"Zac Efron, Nicole Kidman, Netflix, Joey King, Romantic comedy",0
"Iowa, Supreme Court of the United States, Abortion law",5
"Sabrina Carpenter, Concert tour",0
"Post Malone, Concert tour",0
"Nike, FTSE 100 Index, Stock, London, United Kingdom",0
"Crop, Grain, United States Department of Agriculture, Soybean, Illinois, National Agricultural Statistics Service",0
Supreme Court of the United States,5
"Max Verstappen, Austrian Grand Prix, Formula 1, Red Bull Racing, Lewis Hamilton, Auto racing",0
"Meta, Law, Supreme Court of the United States",0
"Costa Rica national football team, Colombia national football team, 2024 Copa América, Colombia",0
"Deadpool & Wolverine, Sabretooth, Hugh Jackman, Wolverine, X-Men, Ryan Reynolds",0
"U.S. Senior Open, Hole in one, PGA TOUR, United States Golf Association",0
"Gavin Newsom, California, State of the State address",5
"Philadelphia Phillies, Bryce Harper, Miami Marlins, Kyle Schwarber, Hamstring",0
"Ice cream, ESPN, College World Series",0
"Joy Behar, The View, Steve Janowitz, Sara Haines, Judy Gold",0
"Inflation, Personal consumption expenditures price index, Federal Reserve System",5
"Joe Biden, Debate, Donald Trump, Democratic Party, United States presidential debates",5
"Alejandro Tabilo, Gaël Monfils, Tennis, Association of Tennis Professionals",0
Riot,5
"California, Home insurance, State Farm",0
"Sebastian Ofner, Tennis",0
"David Archuleta, Good Morning America, American Idol, 2024",0
"Philadelphia Flyers, Cam Atkinson, National Hockey League, Daniel Brière",0
"Prisoner, Smith State Prison, Georgia Department of Corrections, jailer",0
"Alex Pereira, Ultimate Fighting Championship, Jiří Procházka, Mixed martial arts",0
"Angola national football team, Namibia national football team, COSAFA Cup, COSAFA",0
"Supreme Court of the United States, Associated Press",5
"Michigan, Government budget, Gretchen Whitmer",5
"Ana Villafañe, Holland Taylor, Broadway theatre, Nancy Pelosi, Alexandria Ocasio-Cortez, Mitzi E. Newhouse Theater, Diane Paulus",5
Sprint,0
"Republican National Convention, Republican Party, Milwaukee",5
"Aurora, Geomagnetic storm, Earth's magnetic field, Space Weather Prediction Center, Earth, Solar flare",0
