queries,response
"Belgium, France national football team, UEFA Euro 2024, France, Kylian Mbappé",0
"Portugal national football team, FC Porto, Paris Saint-Germain F.C., Wolverhampton Wanderers F.C., UEFA European Championship, UEFA Champions League, Ligue 1",0
"Cristiano Ronaldo, Portugal national football team, Bruno Fernandes, Alan Shearer, Gary Lineker, Manchester United F.C., UEFA Euro 2024, Roberto Martínez, England national football team",0
"Venezuela national football team, Canada, 2024 Copa América",0
"Spain national football team, UEFA Euro 2024, Athletic Club, Spain",0
"Antonio Rüdiger, Germany, UEFA Euro 2024, Far-right politics, Germany national football team, Real Madrid CF",0
"Sami Zayn, WWE, WWE Money in the Bank, Johnny Knoxville, Toronto",0
"Spain, Germany, Majorca, Tourism, UEFA European Championship, Balearic Islands",0
"FC Bayern Munich, Jamal Musiala, Germany national football team, Julian Nagelsmann, UEFA European Championship",0
"Franz Wagner, Orlando Magic, NBA",0
"Flood, Manawa, Flash flood, Waupaca County",0
"Edmonton Oilers, Ryan McLeod, Buffalo Sabres, National Hockey League, Ice hockey",0
"Canada, Copa América, Inter Milan, Injury in humans",0
"Flood warning, Flash flood, Missouri River, National Weather Service",0
"Money laundering, Spain, France, Europol, Europe",0
"France, National Rally, Far-right politics, Agriculture, 2024, Jordan Bardella",5
"Volcano, Stromboli, Italy, Volcanic eruption",0
"Severe weather, Thunderstorm, Nebraska, Flood, National Weather Service, Tornado",0
Cristiano Ronaldo,0
"Argentina, France, France national rugby union team",0
"Chicago Cubs, Los Angeles Angels, Pitcher",0
"Gareth Southgate, England national football team, Jürgen Klopp, UEFA European Championship, Mauricio Pochettino, Association football manager",0
"WNBA, Dallas Wings, Atlanta Dream",0
"Robson Conceição, Boxing, Super featherweight, Shakur Stevenson",0
"Tropical cyclone, Texas, Storm surge, Flood",0
"Netherlands, Türkiye, Netherlands national football team, UEFA Euro 2024",0
"Tyler Childers, The White House, Independence Day (United States), Angelica Hale, July 4",5
"Joe Biden, George Stephanopoulos, Democratic Party, ABC News, Donald Trump, Interview",5
France,0
"FC Barcelona, Dani Olmo, RB Leipzig, Spain national football team, Manchester United F.C., Transfer",0
"Greece, UEFA Euro 2004, Greece national football team, Otto Rehhagel, Portugal national football team",0
"Ederson, Manchester City F.C., Goalkeeper, Al-Nassr FC, Premier League, Saudi Pro League, Saudi Arabia, Pep Guardiola",0
"Santos Laguna, Club Puebla, Liga MX, 2024",0
"Jorge Masvidal, Nate Diaz, Boxing, Mixed martial arts",0
"FC Barcelona, Athletic Club, Chelsea F.C.",0
"North Dakota, Derailment, Railroad car, Hazardous and Toxic Materials",0
"RWBY, Viz Media, Rooster Teeth, Anime, Manga, Kerry Shawcross",0
"Tropical cyclone, Coastal Health District, Preparedness, Emergency evacuation",0
"Death Valley, Heat wave, California",0
"Croatia women's national football team, University of Virginia, Goalkeeper, Croatian Football Federation, UEFA European Championship",0
"Hainan, Germany, Free-trade zone, Free trade, International trade, China, Europe",0
"BoatSafeUS.com, Safety, New Jersey, Toms River, Washington Street, 08753",0
"Arkansas, Abortion, Ballot",5
"Ryan Garcia, World Boxing Council, Racism",0
"License, South Australia",0
"Carlos Alcaraz, Frances Tiafoe, Wimbledon, Tennis",0
"FC Barcelona, Lionel Messi, Real Madrid CF, Neymar",0
"UEFA Euro 2024, referee, Roberto Rosetti",0
"Huntington Beach, California, Stabbing",0
"Wildfire, Wharton State Forest, Batona Campground, New Jersey Forest Fire Service, South Jersey, Forest, Batona Trail",0
"Joe Biden, Strike action, Trade union, Philadelphia, National Education Association",5
"Carlo Maria Viganò, Pope Francis, Vatican City, Catholic Church, Archbishop, Holy See, Excommunication",0
"St. Louis Cardinals, Washington Nationals, MLB",0
"Bubba Wallace, NASCAR, Chicago, NASCAR Cup Series",5
"Stabbing, Queens, New York City Police Department",0
Germany,0
"Justin Timberlake, Tiger Woods, NPH Cinema, St Andrews",0
"Real Madrid CF, Fran García, A.F.C. Bournemouth, LaLiga, Premier League, Rayo Vallecano, Defender",0
"Saks Fifth Avenue, Neiman Marcus, Hudson's Bay Company, HBC, Amazon.com",0
NBA Summer League,0
"Bernhard Langer, DP World Tour, BMW International Open",0
"UEFA Euro 2024, Volkswagen, BYD Auto, Alibaba Group",0
"WWE, Money in the Bank ladder match, Chelsea Green",0
"Michael Jordan, Yvette Prieto, Yacht",0
"IndyCar Series, Hybrid vehicle, Mid-Ohio Sports Car Course, Indy 200 at Mid-Ohio, Honda Motor Company",0
"Smurfit Kappa Group, WestRock",0
"Pokémon GO, Ducklett",0
Thunderstorm,0
"Cruz Azul, Liga MX, C.D. Guadalajara",0
July 6,0
England national football team,0
"Essence Music Festival, New Orleans, Janet Jackson",0
"Manchester United F.C., Argentina national football team, Manchester City F.C.",0
"Nestlé, Buitoni, France, Pizza, E. coli",0
"Wildfire, Mariposa County, Emergency evacuation, Yosemite National Park",0
"The Mole, Netflix, Reality television, Ari Shapiro",0
"Aston Villa F.C., Chelsea F.C., Premier League, UEFA Champions League",0
"Nasdaq, Meta, NASDAQ:META",0
