queries,response
"Carlo Maria Viganò, Pope Francis, Vatican City, Catholic Church, Archbishop, Holy See, Excommunication, Schism",0
"Luis de la Fuente, Spain national football team, Head coach, UEFA European Championship",0
"Stabbing, Huntington Beach",0
"Germany, Munich Olympic Stadium, Germany national football team, Olympic Games, Olympiastadion Berlin, FC Bayern Munich, UEFA European Championship",0
"Portugal national football team, France national football team, Cristiano Ronaldo, UEFA Euro 2016 Final, Eder",0
"Hezbollah, Lebanon, Beirut-Rafic Al Hariri International Airport, Israel",0
"Patrick Mahomes, Wimbledon, Kansas City Chiefs, Tennis, Carlos Alcaraz, Frances Tiafoe, All England Lawn Tennis & Croquet Club, Centre Court | Wimbledon",0
"Rodri, Spain national football team, Manchester City F.C., UEFA Euro 2024, Toni Kroos",0
"UEFA Euro 2024, Anthony Taylor, referee, Michael Oliver, Portugal, Germany",0
"Cathie Wood, Tesla, NASDAQ:TSLA, Exchange-traded fund",0
"Israel, Southern Lebanon",0
"France, France national football team, Jules Koundé, Far-right politics, UEFA European Championship, Kylian Mbappé, National Rally",0
"Tour de France, Remco Evenepoel, Tadej Pogačar, Time trial, Jonas Vingegaard",0
"Rishi Sunak, Conservative Party, Labour Party, United Kingdom, Keir Starmer",0
"Portugal national football team, Pepe, UEFA Euro 2024, Slovenia national football team",0
"Portugal national football team, Wolverhampton Wanderers F.C., Paris Saint-Germain F.C., FC Porto, UEFA European Championship",0
"Venezuela national football team, Canada, 2024 Copa América",0
"Electric vehicle, Rivian, Stock, Tesla",0
"Sharks, South Padre Island, Texas",0
"UEFA Euro 2024, Overtime, England national football team, France national football team, Penalty kick",0
"Nasdaq, S&P 500, Stock market, Stock, Dow Jones Industrial Average, Standard & Poor's, Wall Street",0
"Germany, Tourism, 2024, Berlin",0
"Nasdaq, Meta, NASDAQ:META",0
"Thunderstorm, Severe weather, Meteorologist",0
"Earth's inner core, Earth, Earth's outer core",0
"Accident, Huntington Beach, California 1",0
"Nasdaq, Alphabet Inc., NASDAQ:GOOGL, NASDAQ:GOOG",0
"Tropical cyclone, Texas",0
