queries,response
"India national cricket team, Barbados, Cricket, ICC Men's T20 World Cup, Twenty20, Hurricane Beryl, Rohit Sharma, Tropical cyclone, Board of Control for Cricket in India",0
"Unidentified flying object, World UFO Day, Extraterrestrial life, 2024",0
"Panama national football team, Copa América, Uruguay national football team",0
"Panama national football team, Bolivia national football team, 2024 Copa América, Bolivia",0
"Joey Chestnut, Nathan's Hot Dog Eating Contest, Hot dog, Nathan's Famous",0
"Gold, Qatar, Doha, 2024, Gold as an investment, July 2",0
"Supreme Court of the United States, Social media, Joe Biden",5
"Supreme Court of the United States, Donald Trump",5
"Peter Pan Diner, Bay Shore, Firefighter",0
"Andy Murray, Wimbledon, Tennis",0
"Six Flags, Cedar Fair Entertainment Company",0
"Air Europa, Turbulence",0
"Colorado Rockies, Milwaukee Brewers, Jake Cave",0
"Digicel, Jamaica, Trinidad and Tobago, Hurricane Beryl",0
"Arby's, Potato cake, Potato, Kyle MacLachlan",0
"Gregg Berhalter, United States men's national soccer team, Jürgen Klinsmann, Copa América, Association football manager",0
"Googly eyes, MBTA, Boston, MBTA subway",0
"Brandon Nimmo, New York Mets, Washington Nationals",0
"Aviation accident and incident, Light aircraft, New York",0
"New York Giants, Hard Knocks, NFL, Saquon Barkley",0
"Sony Corporation, Bravia, 4K resolution, microLED",0
"Civil and political rights, Civil Rights Act of 1964, Law",5
"Carlo Acutis, Catholic Church, Canonization, Pope Francis, Millennials",0
"Ticketmaster, Data breach, Live Nation Entertainment",0
"International Space Station, Astronaut, NASA",0
"Tropical cyclone, Mexico, National Hurricane Center, Landfall",0
"Missing person, Tenerife",0
"Seattle Storm, Dallas Wings, WNBA, Jewell Loyd",0
"Conor Niland, Wimbledon, Roger Federer, Tennis player",0
"Tablet computer, Samsung Electronics",0
"Iraq, Kurdistan Workers' Party, Erbil",0
"Tour de France, Romain Bardet, Mark Cavendish",0
"Romania national football team, Netherlands national football team, Netherlands, UEFA Euro 2024",0
"Jamie Foxx, Corinne Foxx, Inpatient care",0
"John Deere Classic, PGA TOUR, TPC Deere Run",0
"Structure fire, Necedah, Juneau County",0
"Independence Day (United States), Tampa-St. Petersburg Metropolitan Area, July 4, Florida, Fireworks",0
"Mark Wahlberg, Halle Berry, Netflix, Action",0
"United States Coast Guard, Distressed swimmer, New Jersey, Drowning, South Jersey",0
"2024 Copa América, Argentina national football team, Uruguay national football team",0
"Basketball, Yao Ming, China",0
"Central Bank of Iraq, Iraq",0
"Loni Willison, Jeremy Jackson, Tobacco smoking, Baywatch",0
"Massachusetts, Bacteria",0
"The Pint House, Tennessee, Merchant Drive, Clinton Highway, Knoxville Police Department",0
"Tesla, NASDAQ:TSLA, Nasdaq, Stifel",0
"Supreme Court of the United States, Corruption",5
"Da Nang, China, Finland, Fireworks, Vietnam, 2024",0
Carriacou,0
"Akhilesh Yadav, Samajwadi Party, Lok Sabha, Bharatiya Janata Party, India",0
"New Jersey, Hilda Estevez, Independence Day (United States)",0
"Shakur Stevenson, Artem Harutyunyan, Top Rank, World Boxing Council",0
"Jeffrey Epstein, Grand jury, Florida",5
Supreme Court of the United States,5
"Tropical cyclone, Atlantic hurricane season",0
"Highlander, Chad Stahelski, Henry Cavill, John Wick, Action",0
"Supreme Court of the United States, Chevron U.S.A., Inc. v. Natural Resources Defense Council, Inc., Law",5
"Huawei, Microsoft, The White House, Artificial intelligence",5
"Ethics, Ethics of artificial intelligence",0
"TSE:ARG, Board of directors, OTCMKTS:ARREF, Amerigo Resources Ltd, TSX",0
"Supreme Court of the United States, Georgia Public Service Commission, Georgia",5
"Red Lobster, Flavor Flav, Public Enemy",0
"Eminem, Big Sean, Hip hop music",0
"Emcure Pharmaceuticals, Pharmaceutical industry, Bain Capital, Initial public offering",0
"Geely, Renault Group, Automotive industry, Saudi Aramco, Saudi Arabia",0
"Concealed carry, New Orleans Police Department, Louisiana",0
"Chandrashekhar Azad Ravan, Lok Sabha, Kanshi Ram, Nagina (Sc)",0
"Singapore, Gastronomy",0
"Emirates, Boeing 777, Airbus A380",0
"Simon Cowell, One Direction, Boy band, Netflix, The X Factor (UK) Interactive",0
"Redbox, Bankruptcy, Chapter 11, Title 11, United States Code",0
"Vijay Mallya, Central Bureau of Investigation, Warrant, Indian Overseas Bank, Crore",0
"Barry Diller, Paramount Pictures, IAC Inc, National Amusements, Skydance Media, The New York Times, Shari Redstone",0
"Joe Biden, Pardon",5
July 2,0
"New Zealand, MetService, Severe weather, Te Waipounamu / South Island",0
"Smiffys, R H Smith & Sons (Wigmakers) Ltd, Argumentum ad populum",0
"WWE Monday Night RAW, Chad Gable, Jey Uso, Kairi Sane, Money in the Bank ladder match, Kacy Catanzaro",0
"Viktor Orbán, Fidesz, Hungary, Freedom Party of Austria, European Parliament, European Union, Far-right politics, Andrej Babiš",0
"Viral hepatitis, Vaccine",0
"Virginia, Virginia House of Delegates, Repeal, Senate, Glenn Youngkin",5
"Boston Celtics, Wyc Grousbeck, NBA, Boston Basketball Partners",0
"Chinese martial arts, Shaolin Temple, Fujian, China, Putian",0
"Delhi High Court, All India Trinamool Congress, Lakshmi Puri, Lakh",0
"Interstate 10, Gramercy, Trailer, Louisiana 641",0
Liquefied natural gas,0
"Tyrese Gibson, Ray Liotta, Snoop Dogg, Ariel Vromen, Scott Eastwood, Lionsgate",0
"Structure fire, Gwinnett County, Atlanta, Atlanta News First, Norris Lake Way, Snellville",0
"Sinn Féin, Northern Ireland, House of Commons of the United Kingdom",0
"Solar energy, Renewable energy, China, Solar power",0
"Ridley Scott, Gladiator, Pedro Pascal, Joseph Quinn, Russell Crowe, Connie Nielsen",0
"Uganda, Social media, Africa",0
"Tesla, Electric vehicle, Cathie Wood, Stock",0
"Pasig, July 2, Holiday, Bongbong Marcos, Philippines",0
"Rocket, Space launch",0
"Dr. Reddy's Laboratories, Nicotine replacement therapy",0
"Basketball, Bahamas men's national basketball team, The Bahamas, FIBA",0
"Finance, Savings, Financial plan",0
"Independence Day (United States), Pennsylvania, Safety",0
"Punjab National Bank, Recruitment, Apprenticeship, Application for employment",0
"Cuba, China",0
"Indiana, Daniel Muir, Indianapolis Colts, Logansport, NFL",0
"Lotology, South Carolina Education Lottery, Scratchcard",0
"Tubi, Procter & Gamble, Marketing, Television comedy",0
"Italy, Precursor chemicals, Precursor, MDMA",0
"Smart TV, 4K resolution",0
"Wolverhampton Wanderers F.C., Jørgen Strand Larsen, RC Celta de Vigo, Premier League, LaLiga, Forward",0
"Ukraine, Tax Administration, Common Reporting Standard, Finance",0
"Kwadwo Nkansah, Accident, Ghana, Legal case, Attorney general",0
"LPGA, Midland Country Club",0
"Baseball, Worthington",0
"Box office, 100 Crore Club, Mona Singh, Aditya Sarpotdar, Hindi cinema",0
"Ajith Kumar, Lyca Productions, Magizh Thirumeni, Tamil cinema, Arjun Sarja",0
"Nepal, Climate change, Water scarcity, Teraje, Natural environment",0
"Cryptocurrency, Ripple Labs, U.S. Securities and Exchange Commission, Brad Garlinghouse",5
"GitLab, Vulnerability, Common Vulnerabilities and Exposures, CI/CD, Continuous integration",0
"European Union, Volodymyr Zelenskyy, Security agreement, President of Ukraine",5
