queries,response
"Panama national football team, Bolivia national football team, 2024 Copa América, Bolivia",0
"Uruguay national football team, United States men's national soccer team, 2024 Copa América, Uruguay",0
"Seattle Storm, Dallas Wings, WNBA, Jewell Loyd",0
"Liverpool F.C., Uruguay national football team, Marcelo Bielsa, Copa América, Arne Slot",0
"Tropical cyclone, Hurricane Beryl, National Hurricane Center, Caribbean",0
"Rocket, Space launch",0
"Firefly Aerospace, Firefly Alpha, NASA, Vandenberg Air Force Base, Launch vehicle, Rocket, Artificial satellite",0
"United States men's national soccer team, Canada, Panama, New Zealand, U.S. Soccer",0
"Borussia Dortmund, Nottingham Forest F.C., United States men's national soccer team, Premier League, Bundesliga, Copa América, Transfer",0
"Phoenix Mercury, Connecticut Sun, WNBA",0
"Severe weather, Thunderstorm",0
"Somalia, Flood, Flash flood, Reuters, 2024, Mogadishu",0
"Soccer at the Summer Olympics, Kylian Mbappé, Summer Olympic Games",0
"Alex Morgan, U.S. Soccer, Olympic Games Paris 2024, Emma Hayes",0
"Unidentified flying object, World UFO Day, Extraterrestrial life, July 2, 2024",0
"Colorado Rockies, Milwaukee Brewers, Jake Cave, Milwaukee",0
"Ariane 6, European Space Agency, Rocket, SpaceX",0
"MLS All-Star Game, Lionel Messi, Inter Miami CF, Luis Suárez",0
"Heimir Hallgrímsson, Jamaica Football Federation, Copa América, Head coach",0
"Portugal national football team, Georgia, UEFA Euro 2024, Cristiano Ronaldo",0
"Air Europa, Turbulence, Boeing 787 Dreamliner, Brazil",0
"Nebraska, Crete",0
"Czech Republic national football team, Türkiye national football team, UEFA Euro 2024, Türkiye",0
"Kansas City Chiefs, GEHA Field at Arrowhead Stadium",0
"Magic Knight Rayearth, Anime, Clamp, TMS Entertainment, Kodansha",0
"Israel, Serbia, Crossbow, Police officer, Belgrade",0
miHoYo,0
"Tate McRae, The Kid LAROI, Instagram",0
"Netherlands national football team, Virgil van Dijk, Netherlands, UEFA Euro 2024, Liverpool F.C., Ronald Koeman",0
"Rafael Leão, AC Milan, Giorgio Chiellini, UEFA European Championship, Juventus F.C., Serie A, Cristiano Ronaldo",0
"Mexico, Tropical cyclone, Veracruz",0
"Chris Martin, Gwyneth Paltrow, Coldplay, Dakota Johnson",0
"Oklahoma State Cowboys football, Driving under the influence, Running back, Oklahoma, College Football",0
"Data breach, Ticketmaster",0
"Ralf Rangnick, Austria national football team, Manchester United F.C., UEFA Euro 2024",0
"Grand Theft Auto Online, Rockstar Games",0
"Supreme Court of the United States, Chevron U.S.A., Inc. v. Natural Resources Defense Council, Inc., Law",5
"WWE Monday Night RAW, Money in the Bank ladder match, Drew McIntyre, Rey Mysterio, Liv Morgan",0
