queries,response
"Kansas City Royals, Major League Baseball All-Star Game, American League, MLB, Salvador Pérez, Seth Lugo",0
"San Diego Padres, Major League Baseball All-Star Game, Robert Suárez, Fernando Tatís Jr., National League",0
"San Diego Padres, Arizona Diamondbacks, Christian Walker",0
"Los Angeles Dodgers, Milwaukee Brewers, Shohei Ohtani",0
"John Deere Classic, Séamus Power, PGA TOUR, Open Championship, TPC Deere Run",0
"Los Angeles Sparks, Las Vegas Aces, WNBA, Dearica Hamby",0
"Utah Royals, Seattle Reign FC, National Women's Soccer League, Lumen Field, Laura Harvey",0
"Shane van Gisbergen, NASCAR Cup Series, Chicago",0
"Gabriel Attal, Prime Minister of France, France",0
"Shark Week, Discovery Channel, Sharks, John Cena",0
"Dan Patrick, Acting governor, Greg Abbott, Lieutenant Governor of Texas, Tropical cyclone",5
"Pittsburgh Pirates, New York Mets, MLB",0
"NASA, Asteroid, Earth, Asteroid impact avoidance, Planetary Defense Coordination Office, near-Earth object, Impact event",0
"Texas Rangers, Marcus Semien, Tampa Bay Rays",0
"Margot Robbie, Tom Ackerley, Barbie",0
"Olivier Faure, Socialist Party, Emmanuel Macron, Pension, France",0
"Gwyneth Paltrow, Derek Blasberg, Diarrhea, Goop, Gossip",0
"C.F. Pachuca, C.F. Monterrey, Liga MX",0
"North Carolina Courage, National Women's Soccer League, WakeMed Soccer Park",0
WWE NXT,0
"Fluminense FC, Fortaleza Esporte Clube, Campeonato Brasileiro Série A",0
"Jean-Luc Mélenchon, La France Insoumise, Left-wing politics, Emmanuel Macron, National Rally",0
"Ivica Zubac, Basketball, Greece, LA Clippers, Luka Dončić",0
"Seattle Mariners, Toronto Blue Jays, Center fielder",0
"Detroit, Mass shooting, Michigan State Police",0
"Tourism, Protest, Barcelona, Spain",0
"Esporte Clube Juventude, Grêmio FBPA, Campeonato Brasileiro Série A, Esporte Clube Bahia",0
"IndyCar Series, Mid-Ohio Sports Car Course, Álex Palou, Pato O'Ward, Indy 200 at Mid-Ohio, Hybrid vehicle",0
"St. Louis Cardinals, Pitcher, National League",0
"Houston, Texas, Tropical cyclone",0
"Alice Munro, Nobel Prize in Literature, Gerald Fremlin, Sexual abuse",0
"Skydance Media, National Amusements, Shari Redstone, David Ellison, Mergers and acquisitions, Paramount Pictures",0
"Jesse Jane, Pornographic film actor, Drug overdose",0
"Glacier National Park, Drowning, Avalanche Creek, Lake McDonald, Sprague Creek Campground, Avalanche Lake",0
"Willie Nelson, Outlaw country, Willie Nelson's Fourth of July Picnic",0
"Insurance, Tropical cyclone, Storm",0
"Sporting Kansas City, Colorado Rapids, MLS, Dick’s Sporting Goods Park",0
"LA Galaxy, Los Angeles FC, MLS, Rose Bowl Stadium, El Tráfico",0
"Detroit Tigers, Cincinnati Reds, Zach McKinstry, Pitcher, MLB",0
"NASCAR, Electric vehicle, NASCAR Cup Series",0
"Chicago White Sox, Cleveland Guardians, Bo Naylor",0
"Cleveland Guardians, San Francisco Giants, MLB",0
"Chicago White Sox, Miami Marlins, MLB",0
"Los Angeles Dodgers, Arizona Diamondbacks, Teoscar Hernández, MLB",0
"Wimbledon, Gaël Monfils, Grigor Dimitrov, Tennis",0
"Real Salt Lake, Houston Dynamo FC, MLS",0
"Serena Williams, Tennis, Hot Ones",0
"Pocono Raceway, NASCAR Cup Series, Pocono Mountains",0
"Pittsburgh Pirates, St. Louis Cardinals, Bryan Reynolds",0
"Haverhill, Lake Saltonstall, Massachusetts",0
"Washington Nationals, St. Louis Cardinals, MLB, Lance Lynn",0
"KBO League, Pitcher, Minnesota Twins, Doosan Bears",0
"Taiwan, Greg Abbott, Governor of Texas, Asia",5
"France, Jewish people, Marine Le Pen, National Rally, Antisemitism, Israel, Far-right politics",5
"Basketball, FIBA, United States national basketball team, New Zealand",0
"Australia men's national basketball team, Basketball, Olympic Games, Australia",0
"Atlanta Braves, Philadelphia Phillies, Reynaldo López, Jarred Kelenic, Home run, MLB",0
"Lithuania, Lithuania men's national basketball team, Italy, Danilo Gallinari, Basketball, Olympic Games Paris 2024",0
"Wildfire, Wharton State Forest, New Jersey Forest Fire Service, Forest, Batona Campground",0
"New York Giants, Hard Knocks, Saquon Barkley, NFL, Philadelphia Eagles",0
"Lytle Creek, Wildfire, Mount Baldy, San Bernardino National Forest",0
"San Jose Earthquakes, Chicago Fire FC, MLS, Hugo Cuypers",0
"FIBA, Puerto Rico men's national basketball team, FIBA World Olympic Qualifying Tournament, Mexico",0
"Wildfire, California, 2024, Heat wave",0
"Bethenny Frankel, Paul Bernon, The Real Housewives of New York City, Engagement ring",0
"Douglas Emhoff, Kamala Harris, Second Lady/Gentleman of the United States, Joe Biden",5
"Bob Menendez, United States Senator",5
"Joe Biden, Republican Party, Republican National Convention, Civil and political rights, Democratic Party",5
"Kansas Bureau of Investigation, Kansas, Blue Rapids",0
"Insurance, Leadership, Financial services, Finance, The Travelers Companies",0
"Hamilton Tiger-Cats, BC Lions, Canadian Football League",0
"Princess Leia, Star Wars, Carrie Fisher, Return of the Jedi, Star Wars: Episode IV – A New Hope",0
"Head-on collision, Ankeny, Iowa, Accident",0
"Women's Tennis Association, Tennis, Singapore, Hologic, Association of Tennis Professionals",0
"Oakland Athletics, Baltimore Orioles, Brent Rooker, Pitcher",0
"Japan, Heat stroke, Heat wave, Tokyo",0
"Sprint, Netflix, Athletics, Track and field, Noah Lyles, Television documentary",0
