queries,response
"St. Louis Blues, Free agent, Edmonton Oilers, Warren Foegele, Kevin Hayes, National Hockey League, Adam Henrique, Connor Brown",0
"Aryna Sabalenka, Wimbledon, Tennis, Shoulder problem, Injury in humans",0
"Toronto Maple Leafs, Max Domi, National Hockey League",0
"England national football team, Cole Palmer, Gareth Southgate, Slovakia national football team, Chelsea F.C., UEFA Euro 2024",0
"New York Rangers, Patrick Kane, National Hockey League, Chicago Blackhawks, Detroit Red Wings",0
"Supreme Court of the United States, Donald Trump",5
"BlackRock, Preqin",0
"July 1, Canada, 2024, Dominion",0
"India national cricket team, Cricket, Barbados, Twenty20, ICC Men's T20 World Cup, Hurricane Beryl, Tropical cyclone, Rohit Sharma",0
"Cleveland Guardians, Triston McKenzie, Pitcher",0
"Canada Day, Ottawa, July 1",0
"Vulnerability, OpenSSH, Arbitrary code execution, Secure Shell, Common Vulnerabilities and Exposures, Linux, Computer security, Qualys, Bharat Jogi",0
"Manufacturing, United Kingdom, Purchasing Managers' Index",0
"Herbalife, NYSE:HLF, 2024, New York Stock Exchange, Business Wire, July 31",0
"Kylian Mbappé, France national football team, UEFA Euro 2024, Belgium national football team, Nasal fracture",0
"USA Gymnastics, Simone Biles, Olympic Games Paris 2024, United States women's national artistic gymnastics team, Jade Carey, Jordan Chiles",0
"Olympic Games, Gymnastics, United States Olympic trials",0
"National Rally, France, Far-right politics, Jordan Bardella, Immigration",0
"Independence Day (United States), Delaware, Fireworks, July 4",0
"Roger Federer, Tennis, Andy Murray, Novak Djokovic, Rafael Nadal",0
2024,0
"Coldplay, Glastonbury Festival, Michael J. Fox, Chris Martin",0
"Fuel tax, Illinois, July 1",0
"Lauri Markkanen, Utah Jazz, NBA",0
"Supreme Court of the United States, Chevron U.S.A., Inc. v. Natural Resources Defense Council, Inc., Law",5
"Usher, BET Awards, BET Lifetime Achievement Award, Keke Palmer",0
"Uruguay national football team, United States men's national soccer team, 2024 Copa América, Uruguay, Gregg Berhalter",0
"Michael Strahan, Good Morning America, Robin Roberts",0
"Carlo Acutis, Catholic Church, Canonization, Pope Francis",0
"Novak Djokovic, Wimbledon, Osaka",0
"Brazoria County, Wildfire, Fire department",0
"Nike, NYSE:NKE",0
"Boeing, Spirit AeroSystems, Airbus SE",0
Canada Day,0
"Türkiye, EL AL, Israel, Emergency landing",0
"Ameren, Union Electric Company, Energy, Storm hardening",0
"Tesla, Electric vehicle, NASDAQ:TSLA",0
"Sirolimus, Ageing, Aging-associated diseases",0
"Texas Longhorns football, Southeastern Conference, Oklahoma Sooners football, Big 12 Conference, College Football",0
"Hellboy, Jack Kesy, Mike Mignola, Guillermo del Toro",0
"Flood, Italy",0
"Alphabet Inc., Nasdaq, NASDAQ:GOOGL, Stock market, Stock",0
"Ecuador national football team, Mexico, 2024 Copa América, Ecuador",0
"Chewy, Stock market, Petco",0
"Ice hockey, Daryl Watts, Toronto, Free agent",0
"Kerasotes Theatres, ShowPlace ICON Theatre & Kitchen at Roosevelt Collection, Regal Secaucus ShowPlace, Chicago, AMC Theatres",0
"Tesla, Constellation Brands, Stock, Earnings",0
"Joe Biden, Simone Biles, National Public Radio, Olympic Games, Debate, Up First, Morning Edition, Michel Martin",5
"BET Awards, BET Award for Best New Artist",0
"Carvana Co., NYSE:CVNA, Stock market, New York Stock Exchange",0
"Europe, Terrorism, United States Armed Forces, Force protection condition, United States European Command",5
"Tropical cyclone, Low-pressure area, National Hurricane Center, Florida",0
"Shepard Park, Lake George, Bandstand, Amphitheater, New York",0
"Independence Day (United States), 2024",0
"Humidity, Texas, Independence Day (United States)",0
"John Deere Classic, PGA TOUR, TPC Deere Run",0
"Investment banking, Finance, Occupational burnout, JPMorgan Chase, Wall Street, UBS, Citigroup",0
"Will Smith, BET Awards",0
"Fireworks, Peru, July 3",0
