queries,response
"Los Angeles Sparks, Las Vegas Aces, WNBA, Dearica Hamby",0
"Gabriel Attal, Prime Minister of France, France",0
"John Deere Classic, PGA TOUR, TPC Deere Run",0
"Texas Rangers, Major League Baseball All-Star Game, Bruce Bochy, American League All-Star Team, American League, MLB",0
"Texas Rangers, Marcus Semien, Tampa Bay Rays",0
"Colorado Rockies, Kansas City Royals, Brenton Doyle, Austin Gomber, Seth Lugo",0
"Margot Robbie, Tom Ackerley, Barbie",0
"Fluminense FC, Fortaleza Esporte Clube, Campeonato Brasileiro Série A",0
"Atlanta Braves, Philadelphia Phillies, Marcell Ozuna, Ozzie Albies",0
"Olivier Faure, Socialist Party, Emmanuel Macron, Pension, France",0
"Esporte Clube Juventude, Grêmio FBPA, Campeonato Brasileiro Série A, Esporte Clube Bahia",0
"New York Mets, Pittsburgh Pirates, Francisco Lindor, Aroldis Chapman, Pittsburgh",0
"Detroit Tigers, Cincinnati Reds",0
"IndyCar Series, Mid-Ohio Sports Car Course, Álex Palou, Pato O'Ward, Indy 200 at Mid-Ohio, Hybrid vehicle",0
"Willie Nelson, Outlaw country, Willie Nelson's Fourth of July Picnic",0
"Arizona Diamondbacks, San Diego Padres, MLB",0
"Cleveland Guardians, San Francisco Giants, Bo Naylor, MLB, American League Central",0
"Jean-Luc Mélenchon, La France Insoumise, Left-wing politics, Emmanuel Macron, National Rally",0
"Seattle Mariners, Toronto Blue Jays, Center fielder",0
"C.F. Pachuca, C.F. Monterrey, Liga MX",0
"NASA, Asteroid, Earth, Asteroid impact avoidance, Planetary Defense Coordination Office, near-Earth object, Impact event",0
"Jesse Jane, Drug overdose, Pornographic film actor",0
"North Carolina Courage, National Women's Soccer League, WakeMed Soccer Park",0
"Emmanuel Macron, President of France",0
"Gwyneth Paltrow, Derek Blasberg, Diarrhea, Goop, Gossip",0
"Shane van Gisbergen, NASCAR Cup Series, Chicago",0
"Haverhill, Lake Saltonstall, First responder, Missing person, Boston",0
WWE NXT,0
"St. Louis Cardinals, Washington Nationals, Willson Contreras",0
"Greg Abbott, Taiwan, Governor of Texas, Asia",5
"Milwaukee Brewers, Major League Baseball All-Star Game, Pitcher, Closer, National League, Baseball, Christian Yelich",0
"Dan Patrick, Acting governor, Greg Abbott, Lieutenant Governor of Texas, Tropical cyclone",5
"France, Jewish people, Marine Le Pen, National Rally, Antisemitism, Israel, Far-right politics",5
"Clayton Kershaw, Los Angeles Dodgers, Pitcher",0
"Shark Week, Discovery Channel, Sharks, John Cena",0
"Sharks, Ageing, Greenland shark, Vertebrate",0
"Serena Williams, Tennis, Hot Ones",0
