queries,response
"Cricket, India national cricket team, Twenty20, Bowl-out, England cricket team, Pakistan national cricket team, World championship",0
"Jennifer Ashton, Good Morning America, ABC News, GMA3: What You Need to Know, American Broadcasting Company",0
"Celine Dion, Stiff-person syndrome",0
"Debate, Donald Trump, Joe Biden, CNN, United States presidential debates",5
"Sinkhole, Illinois, Alton, Football pitch, Gordon F. Moore Community Park",0
"Minnesota Lynx, WNBA, New York Liberty",0
"Jersey women's cricket team, Twenty20, Republic of Ireland national under-19 football team, ICC Men's T20 World Cup",0
"International Federation of American Football, Japan, World Junior Ice Hockey Championships, United States men's national soccer team",0
"Utah, Power outage, American Fork, Wasatch Front, Orem, PacifiCorp",0
"Washington Mystics, Dallas Wings, WNBA, Stefanie Dolson",0
"Shohei Ohtani, Los Angeles Dodgers, Batboy",0
"Interstate 5, Marine Corps Base Camp Pendleton, Vehicle rollover, Las Pulgas Road",0
"Brackett's Crossing Country Club, Lakeville Police Department, Minnesota",0
"Aric Almirola, Bubba Wallace, Joe Gibbs Racing, NASCAR Cup Series",0
Jennifer Ashton,0
"Detroit Pistons, Minnesota Timberwolves, NBA Draft",0
"Kinky Friedman, Texas, Satirist",0
"Sociedade Esportiva Palmeiras, Fortaleza Esporte Clube, Campeonato Brasileiro Série A, Copa Libertadores",0
"Philippines men's national basketball team, Philippines, Tim Cone, Basketball",0
"Panama national football team, United States men's national soccer team, 2024 Copa América",0
"Derail, Matteson, Chicago, Derailment, Illinois, Freight train",0
"Virat Kohli, Brand valuation, Shah Rukh Khan, Ranveer Singh, Alia Bhatt, India national cricket team",0
"Willie Nelson, Outlaw country, Concert tour, Lukas Nelson",0
"Supreme Court of the United States, Abortion, Idaho",5
"Purdue Pharma, Supreme Court of the United States, Opioid, Oxycodone",5
"Supreme Court of the United States, U.S. Securities and Exchange Commission, Enforcement",5
"Baseus, Power bank, Product recall, Li Battery, Injury in humans",0
"Cannabis, Philippines, Resin, Pampanga, Bureau of Customs",0
"San Diego, Firefighter, Pacific Beach, Drowning, Oakland Fire Department",0
"Steam Controller, Valve Corporation, Game controller, HORI HORIPAD, Gamepad",0
"Georgia May Jagger, Mick Jagger, Jerry Hall, The Rolling Stones",0
"Atlanta Braves, Jarred Kelenic, St. Louis Cardinals",0
"New York Yankees, Vladimir Guerrero Jr., Toronto Blue Jays",0
"NBA Draft, Washington Wizards, Atlanta Hawks",0
"Supreme Court of the United States, United States Environmental Protection Agency, Air pollution",5
"Ajinkya Rahane, Leicestershire County Cricket Club, Cricket, County Championship, Royal London One-Day Cup, South Africa national cricket team",0
