queries,response
"Brazil national football team, Costa Rica national football team, 2024 Copa América, Brazil",0
"Martin Mull, Fernwood 2 Night, Roseanne Barr, Arrested Development, Clue",0
"NHL entry draft, 2024",0
"Simone Biles, Olympic Games",0
"NHL entry draft, Western Hockey League, Ice hockey, Spokane Chiefs",0
"Neymar, Brazil national football team, Vinicius Junior, Al Hilal SFC, Copa América, FC Barcelona, Paris Saint-Germain F.C., Real Madrid CF",0
"Simone Biles, United States Olympic trials, USA Gymnastics, Summer Olympic Games",0
"Zac Efron, Hot Ones, Sean Evans, Netflix, Joey King, Nicole Kidman",0
"Chicago Blackhawks, NHL entry draft, Defenseman",0
"Xander Bogaerts, San Diego Padres, Boston Red Sox, Fenway Park",0
"Vanessa Ferrari, Gymnastics, Olympic Games, Gymnast, Olympic Games Paris 2024",0
"James Rodríguez, Copa América, Colombia national football team, 2014 FIFA World Cup, Colombia",0
"Philadelphia Flyers, Cam Atkinson, National Hockey League, Ryan Suter, Dallas Stars",0
"Ilya Mikheyev, Vancouver Canucks, Chicago Blackhawks, National Hockey League, Toronto Maple Leafs",0
"NASCAR Craftsman Truck Series, NASCAR, Rackley Roofing 200, Nashville Superspeedway",0
"Calgary Flames, NHL entry draft, Craig Conroy, Jarome Iginla",0
"St. Louis Blues, Claude Julien, National Hockey League, Montreal Canadiens, Boston Bruins",0
"Jake Walman, Detroit Red Wings, San Jose Sharks, National Hockey League, Defenseman, Ice hockey",0
"LaMonte Wade Jr., San Francisco Giants, Los Angeles Dodgers",0
"Jalen Brunson, New York Knicks, WWE SmackDown!, Logan Paul, Indiana Pacers, Madison Square Garden, LA Knight",0
"Nail salon, Long Island, Hawaii NAIl & SPA",0
"Mississauga Steelheads, Ice hockey, Ontario Hockey League, Brampton",0
"Tampa Bay Rays, Washington Nationals, Jose Siri, Zach Eflin",0
"Ice cream, ESPN, College World Series",0
"Montreal Canadiens, NHL entry draft, Los Angeles Kings",0
"Katherine Schwarzenegger, Chris Pratt, Anna Faris",0
"Sika Anoa‘i, Roman Reigns, WWE, WWE Hall of Fame, Anoaʻi family, Afa Anoa‘i",0
"Pittsburgh Penguins, NHL entry draft, Kyle Dubas",0
"Dejounte Murray, Atlanta Hawks, New Orleans Pelicans, NBA, Los Angeles Lakers, Larry Nance, Jr., San Antonio Spurs, Trae Young",0
"Anita Supply Center, Samuel Cabot Incorporated, Valspar, Atlantic, Iowa",0
"New York Mets, New York Yankees, Subway Series",0
"The Mole, Netflix, Game show",0
"Columbus, Fireworks, 2024",0
"Casablanca, Podcast, Humphrey Bogart, Rick Blaine, Ingrid Bergman",0
"Ultimate Fighting Championship, Alex Pereira, Jiří Procházka, Mixed martial arts",0
"2024, Arden United Methodist Church, Martinsburg, June 28",0
"BET Awards, Will Smith, 2024",0
USA Gymnastics,0
"Montreal Alouettes, Toronto Argonauts, Canadian Football League",0
"Dwayne Johnson, WWE SmackDown!, Roman Reigns, Cody Rhodes",0
"Fanatics, National Hockey League, Jersey",0
"Tour de France, Florence, Italy, Road bicycle racing, 2024",0
"Toronto Maple Leafs, Anaheim Ducks, NHL entry draft, Toronto",0
"Pokémon GO, Niantic, Inc., Gamescom",0
Press release,0
"Steven Stamkos, Tampa Bay Lightning, National Hockey League, Free agent",0
"Vladimir Guerrero Jr., Toronto Blue Jays, Boston Red Sox, MLB",0
"Jill Biden, Joe Biden, Abortion, First Lady of the United States",5
"North Korea, K-pop, South Korea, Kim Jong Un, Public execution",0
"San Diego Padres, Pitcher, Joe Musgrove, Injured list",0
"Andrew Mangiapane, Calgary Flames, Washington Capitals, National Hockey League",0
"The Stonewall Inn, Joe Biden, New York, Stonewall National Monument, Stonewall riots",5
"Christian Eriksen, Germany, Denmark, UEFA Euro 2024, Kasper Hjulmand",0
North Korea,0
"Tornado, Funnel cloud, National Weather Service, Iowa",0
"Philadelphia Phillies, Bryce Harper, Kyle Schwarber, Miami Marlins",0
"STARZ, Nicco Annan, Down in the Valley, Television documentary, Katori Hall",0
"Adley Rutschman, Baltimore Orioles, Catcher, Baseball, Tampa Bay Rays, Roch Kubatko",0
"Monolith, Colorado, Las Vegas",0
"Call centre, Amazon.com, Amazon, Artificial intelligence, Amazon Web Services",0
"Fireworks, Massachusetts, Independence Day (United States)",0
"New York Mets, Edwin Diaz, Ejection, Chicago Cubs, Closer, Pitcher, MLB",0
"Deadpool & Wolverine, Hugh Jackman, Ryan Reynolds, Shawn Levy, Wolverine, Logan, Marvel Cinematic Universe, Kevin Feige",0
"Glastonbury Festival, Dua Lipa, Tame Impala, Kevin Parker, Calvin Harris, One Kiss, The Less I Know the Better",0
"Fernando Tatís Jr., San Diego Padres, Jurickson Profar",0
"Milwaukee Brewers, Hamstring, MLB",0
"Jordan Romano, Toronto Blue Jays, Pitcher",0
"A Quiet Place, Lupita Nyong'o, Joseph Quinn, John Krasinski, Horror",0
"Baltimore Orioles, Albert Suárez, Texas Rangers, Max Scherzer, Pitcher",0
"The Chi, Curtiss Cook, Showtime",0
"Katharine McPhee, David Foster, American Idol",0
"SWV, Xscape, Concert tour, 702",0
"June Shannon, Anna Cardwell, Lauryn Efird",0
"Formula 1, Austrian Grand Prix, McLaren, Racing, Red Bull Ring",0
