queries,response
"Nathan's Hot Dog Eating Contest, Nathan's Famous, Hot dog, Joey Chestnut, Patrick Bertoletti, Miki Sudo",0
"Flood warning, Missouri River, Flash flood",0
"Smurfit Kappa Group, WestRock, London Stock Exchange",0
"Flash flood, Flash flood warning, Columbia County",0
"Police officer, Cleveland, Cleveland Division of Police",0
"Electric vehicle, Rivian, Tesla, Stock",0
"McDonald's, Walmart, Course credit, Higher Education School",0
"Skydance Media, National Amusements, Shari Redstone, David Ellison, Paramount Pictures, Mergers and acquisitions",0
"Kentucky Wildcats men's basketball, Mark Pope, Basketball coach, Lexington",0
"Stock, Costco Wholesale, NASDAQ:COST",0
"Flood, Manawa, Wisconsin",0
"NSE:NBCC, NBCC (India) Limited, Share price, National Institute of Technology, Patna, Patna, NSE, Stock",0
"Inflation, Jerome Powell, Federal Reserve System, Stock",5
"Alberta, Edmonton",0
"Republican National Convention, Milwaukee, Republican Party",5
"International Baccalaureate, International Baccalaureate Diploma Programme, Hong Kong, Student, English Schools Foundation",0
Rashida Jones,0
"The Bachelorette, The Bachelor, Trista Sutter, Bachelor in Paradise, Reality television, DeAnna Pappas",0
"Israel, Gaza Strip, Shifa Hospital, Gaza, Hamas, Palestinians",0
"Tropical cyclone, Houston, Texas, Flood",0
"New York Yankees, Boston Red Sox, Rafael Devers",0
"St. Louis Cardinals, MLB, Major League Baseball All-Star Game, Pitcher, National League, Closer",0
"School holiday, calendar, School, South Africa",0
"Tropical cyclone, Tornado, Saffir–Simpson scale, Wind speed, National Weather Service",0
"Wellington Girls' College, Student, School, Julia Davidson, Stabbing",0
"Stock, Apple, Nvidia, Alphabet Inc., Stock market, Meta",0
"Futures contract, S&P 500, Standard & Poor's, E-mini, NASDAQ futures, Pure Storage, Dow Jones Industrial Average, Stock, Stock market index",0
"Earthquake, Panama, David, Costa Rica, Costa Rica–Panama border",0
"Tourism, Barcelona, Protest, Spain",0
"Cloud computing, Amazon.com, Amazon Web Services, Australian Government",0
"Non-compete clause, Federal Trade Commission",0
"Kyle Larson, NASCAR Cup Series, NASCAR, Chicago, Shane van Gisbergen",0
"Nasdaq, Stock",0
"Nova Scotia, Medical record, Medicine, Electronic health record",0
"Law, Finance, Vietnam",0
"Abortion, Arizona, Ballot, Nebraska",0
"Bendigo and Adelaide Bank, Marnie Baker, Richard Fennell, Chief Executive Officer, Finance, Bendigo",0
"Duval County School District, Superintendent, School",0
"Afghanistan, Taliban, UNICEF, Education, School",0
"Robot, Robotics, Engineering, Engineer",0
"SK Corp., SK Hynix, Artificial intelligence, Semiconductor, Semiconductor industry",0
"Vaccine, Centers for Disease Control and Prevention, Influenza vaccine",0
"Higher education, Higher Education School, Education, Student",0
"Microbot Medical, NASDAQ:MBOT, Clinical trial, Medicine, Food and Drug Administration, BaptistHospital",0
"Basketball, Olympic Games Paris 2024, Canada, Canada women's national basketball team",0
"Joe Biden, Up First, Democratic Party, National Public Radio, Olympic Games",5
"Stock split, Stock, BSE",0
"Kevin Durant, United States national basketball team, Phoenix Suns, Basketball, Olympic Games",0
"Health care, Medical nutrition therapy, Dietitian, Clinic, Medicine",0
"New York Stock Exchange, Nasdaq",0
"Jon Landau, Film producer, Titanic, Avatar, James Cameron",0
"Brad Pitt, Formula 1, Joseph Kosinski",0
"Nasdaq, NASDAQ:POOL, POOLCORP, Stock, U.S. Securities and Exchange Commission",0
"Austin, Texas",0
"Résumé, Artificial intelligence, Career, Recruitment",0
"Nigeria, Monetary policy, Economy, Central Bank of Nigeria, Finance",0
"Meta, Nasdaq, NASDAQ:META, Mark Zuckerberg",0
"Giovanni Mpetshi Perricard, Wimbledon, Tennis, Sebastian Korda",0
"Galveston, Emergency evacuation, Tropical cyclone",0
"Consumer price index, Headline inflation, Thailand, June, Forecasting",0
"Nasdaq, Scinai Immunotherapeutics, NASDAQ:SCNI, Finance, Financial statement, Stock market",0
"USPS, United States Postal Service",5
"Finance, State Bank of Pakistan, Central bank, Pakistan, Financial services, Macroeconomics, Financial system",0
"Finance, BSE SENSEX, Stock, NIFTY 50",0
"Sporting Kansas City, FC Dallas, MLS, Children's Mercy Park",0
"School, Georgia, School Supplies",0
"MEDIWOUND LTD, NASDAQ:MDWD, Takeover, New York Stock Exchange, Nasdaq",0
"Cori Bush, Democratic Party, House Democratic Caucus, Hakeem Jeffries, St. Louis",5
"Egypt, Construction, JLL, Real Estate, Housing, Foreign direct investment, Tourism, Finance",0
"Dan Patrick, Acting governor, Greg Abbott, Lieutenant Governor of Texas, Tropical cyclone",5
"Remote work, Employee",0
"San Antonio, Texas",0
"Bethenny Frankel, Paul Bernon, The Real Housewives of New York City, Engagement ring",0
"Republican Party, Donald Trump, Abortion",5
"Dallas Cowboys, NFL, Jerry Jones, Dak Prescott, Mike McCarthy, Bill Belichick",0
