queries,response
"Columbus Crew, Nashville SC",0
"Monona Community Festival, Fireworks, Wisconsin, 2024, Independence Day (United States)",0
"Independence Day (United States), July 4, Parade",0
"Saks Fifth Avenue, Neiman Marcus, Amazon.com, Hudson's Bay Company, HBC",0
Independence Day (United States),0
"Beverly Hills Cop, Eddie Murphy, Axel Foley, Action, Judge Reinhold, John Ashton, Netflix",0
"Cuiabá Esporte Clube, Botafogo de Futebol e Regatas, Campeonato Brasileiro Série A, Clube de Regatas do Flamengo",0
"Nathan's Hot Dog Eating Contest, Joey Chestnut, Nathan's Famous, Hot dog",0
"Virginia, Independence Day (United States)",0
"Medal of Honor, Joe Biden, American Civil War, Philip G. Shadrach, Confederate States of America, Great Locomotive Chase",5
"Simi Valley, Wildfire, Ventura County Fire Department",0
"Oklahoma State Cowboys football, Driving under the influence, Running back, College Football",0
"Phoenix Mercury, WNBA, Dallas Wings",0
"Detroit Red Wings, Robby Fabbri, Anaheim Ducks, National Hockey League, Goaltender",0
"San Antonio Spurs, France, Olympic Games Paris 2024",0
"Michigan, Michigan Department of Transportation, Independence Day (United States)",0
"July 3, 2024",0
"Criciúma Esporte Clube, Cruzeiro Esporte Clube, Campeonato Brasileiro Série A",0
"Texas, Independence Day (United States)",0
"Jamaica, Shelter, Emergency evacuation, Tropical cyclone",0
"Holiday, Independence Day (United States)",0
"Labour Party, Conservative Party, Keir Starmer, United Kingdom",0
"New Jersey, Independence Day (United States), Hilda Estevez, Humidity",0
"Robert F. Kennedy Jr., Dog",0
"Non-compete clause, Federal Trade Commission",0
"Fireworks, Sacramento, School, Fundraising, A. M. Winn Elementary School",0
"Rolex, Tenerife, Mark Williams-Thomas, Missing person",0
"Wildfire, California",0
"Wimbledon, Matteo Berrettini, Tennis, Yannick Hanfmann",0
"United States national basketball team, FIBA Under-17 Basketball World Cup, FIBA, Basketball, Philippines",0
"New York Yankees, Cincinnati Reds, Aaron Judge, Yankee Stadium, MLB",0
"Piña colada, Drink, Hilton Hotels & Resorts, Ice cream, Puerto Rico, Pineapple, Cocktail",0
"Stock market, Stock, NIFTY 50, BSE SENSEX, India",0
"Independence Day (United States), Rotary International, Carnival",0
"Interstate 65, Whitestown",0
"Discounts and allowances, Independence Day (United States), Cabela's",0
"Greece, Los Angeles County Sheriff's Department, Amorgos, Missing person",0
"Jewish cemetery, Jewish people, Vandalism, Cincinnati, Federal Bureau of Investigation, Jewish Cemeteries of Greater Cincinnati",5
"Fireworks, Cloverdale, Sonoma County, Wildfire",0
"Orlando City SC, Toronto FC, MLS",0
"Nate Diaz, Dana White, Ultimate Fighting Championship, Conor McGregor, Mixed martial arts, Jorge Masvidal",0
"Craig Monroe, Detroit Tigers, Abuse",0
"Sugarfire Smoke House, Mike Johnson, St. Louis, Independence Day (United States)",0
Lower Lake,0
"Diddy, Human trafficking, Sean John, Cassie",0
"Airbnb, Tenerife",0
"Houston Astros, Toronto Blue Jays, Yordan Álvarez",0
"Harrison Bader, New York Mets, Washington Nationals",0
