queries,response
"Los Angeles Sparks, Las Vegas Aces, WNBA, Dearica Hamby",0
"Arizona Diamondbacks, San Diego Padres, MLB",0
"Los Angeles Dodgers, Milwaukee Brewers, Freddie Freeman",0
"Nate Diaz, Jake Paul, Boxing, Jorge Masvidal, Mixed martial arts",0
"The Showbox, Seattle Police Department, SODO",0
"United States national basketball team, Basketball",0
"Masoud Pezeshkian, Iran, Tehran",0
"Canada, Copa América, Inter Milan, Injury in humans",0
"Seattle Mariners, Toronto Blue Jays, Luis Castillo, Luke Raley, Pitcher",0
"Huntington Beach, California, Stabbing",0
"Luke Shaw, England national football team, Gareth Southgate, Manchester United F.C., UEFA Euro 2024, Switzerland national football team",0
"Netherlands, Türkiye, Netherlands national football team, UEFA Euro 2024",0
"Minnesota Twins, Houston Astros, Designated hitter, MLB",0
"Querétaro F.C., Club Tijuana, Liga MX",0
"WNBA, Magic Johnson, Chicago Sky, Indiana Fever",0
"Canada men's national soccer team, Copa América, Venezuela national football team",0
"Seattle Storm, Dallas Wings, WNBA, Jewell Loyd",0
"Baltimore Orioles, Oakland Athletics, MLB",0
"Lil Wayne, Hot Boys, Juvenile, B.G., Hip hop music",0
"New Zealand national rugby union team, Scott Robertson, England national rugby union team, Crusaders, Beauden Barrett",0
"Venezuela, Copa América, Mexico, Venezuelans",0
"Fargo-Moorhead RedHawks, Minor League Baseball, Fargo, American Association of Professional Baseball, Liga MX, Mexico",0
"Chile, Canada, 2024 Copa América",0
"Canada men's national basketball team, Shai Gilgeous-Alexander, Basketball, Canada, Jamal Murray, Oklahoma City Thunder, Olympic Games",0
"Lebanon, Israel, Najib Mikati, Hezbollah",0
"Eduardo Valseca, Dateline",0
"Tobey Maguire, Michael Rubin",0
"Luka Dončić, Giannis Antetokounmpo, Slovenia, Greece, Dallas Mavericks, Basketball, Olympic Games Paris 2024",0
"San Antonio Spurs, NBA Summer League",0
"Coral reef, Coral bleaching, Bali",0
"Lily Allen, David Harbour",0
"Houston Astros, Josh Hader, Pitcher",0
"Pakistan, Zimbabwe national cricket team, One Day International, Twenty20 International, Zimbabwe, International Cricket Council",0
"Justin Brownlee, Tim Cone, Philippines men's national basketball team, Barangay Ginebra San Miguel, Philippine Basketball Association, NBA, Philippines",0
"Tropical cyclone, Texas",0
"Private banking, Wealth management, Investment fund, Hong Kong",0
"Raj Tarun, Lavanya Tripathi, Cheating in a relationship, Telugu cinema",0
"Tommaso Ciampa, WWE NXT, DIY, Johnny Gargano, WrestleMania, Fightful",0
"Chicago White Sox, Miami Marlins, MLB",0
"Fernando Tatís Jr., San Diego Padres, Mike Shildt, Major League Baseball All-Star Game, Baseball Manager",0
"Safety, Agriculture",0
"China, Levee breach, Flood, Dongting Lake, Lake, Hunan",0
"Portland Thorns FC, National Women's Soccer League, Providence Park",0
"Carlo Maria Viganò, Pope Francis, Vatican City, Catholic Church, Holy See, Excommunication, Archbishop, Schism",0
"FC Bayern Munich, Bayer 04 Leverkusen, Bundesliga, Uli Hoeneß, Julian Nagelsmann, Real Madrid CF, Germany national football team",0
"Qatar, Tourism, Sumaysimah, The Walt Disney Company",0
San Diego Padres,0
"LPGA, Midland Country Club",0
"PG&E Corporation, California, Power outage, Heat wave",0
"Leicester City F.C., Atalanta BC, Nigeria, Premier League, Steve Cooper",0
"Startup company, Funding, Startup ecosystem, India, Venture capital",0
"SEPHORA, Skin care",0
"San Miguel de Allende, Mexico, Hospitality",0
"Philippines, South China Sea",0
"British Grand Prix, McLaren, Formula 1, Lando Norris, Silverstone Circuit, Max Verstappen, Red Bull Racing",0
"South Africa national rugby union team, Ireland national rugby union team, Rassie Erasmus",0
"Iran, National Council of Resistance of Iran, Maryam Rajavi, People's Mojahedin Organization of Iran, Democracy",0
"Iran, Presidential election, Protest",5
"C.D. Guadalajara, Deportivo Toluca F.C., Liga MX",0
"Gleyber Torres, New York Yankees, Boston Red Sox",0
"Craig Kimbrel, Baltimore Orioles, Minor League Baseball, Save",0
"NATO, Bulgaria",0
"Mukesh Ambani, Nita Ambani",0
"Shohei Ohtani, Home Run Derby, Los Angeles Dodgers, MLB",0
"Chaat, Nita Ambani, Varanasi, Kashi Chat Bhandar",0
"Shweta Tripathi, Masaan",0
"Quantum computing, Voltage, Qubit",0
"The Bahamas, Basketball, Bahamas men's national basketball team, Buddy Hield",0
"Joe Biden, Democratic Party, George Stephanopoulos, Donald Trump, ABC News",5
"South Africa, United Nations, Equatorial Guinea, Working Group on Arbitrary Detention",0
"Justin Bieber, Mukesh Ambani, Mumbai",0
"WNBA, Basketball",0
"Venezuela, Aragua, Colombia, Chile",0
"Colorado Rockies, Kansas City Royals, MLB",0
"Kenya, Economic partnership agreement, European Union, Partnership, Economics, Trade agreement",0
"OnePlus, Active noise control",0
"Cleveland Guardians, San Francisco Giants, Michael Conforto, MLB",0
"Tropical cyclone, Coastal Health District, Preparedness, Emergency evacuation",0
