queries,response
"Donald Trump, Joe Biden, Debate, Inflation, United States presidential debates",5
"Candidate, Democratic Party",5
"Earthquake, Peru, Richter scale, Tsunami warning system",0
"Pension, Democratic Party, Pension fund, Bob Casey Jr., Joe Biden",5
"Inflation, Personal consumption expenditures price index, Federal Reserve System",5
"Jill Biden, Joe Biden, Abortion, First Lady of the United States",5
"June 28, 2024, First Alert",0
"Monolith, Colorado, Las Vegas",0
"Good Morning America, Michael Strahan, Robin Roberts, George Stephanopoulos",0
"Democratic Party, Primary election, New York's 1st Congressional District, CNN, Republican Party",5
"Republican National Convention, Republican Party, Milwaukee",5
"Debate, Devon, Cornwall, General election, Liberal Democrats, Candidate, Plymouth",5
"Bible, Oklahoma, School, Oklahoma State Superintendent of Public Instruction, State school, Superintendent",0
"California, Gavin Newsom, United States Congress, Democratic Party",5
"Nike, NYSE:NKE, New York Stock Exchange",0
"Amber alert, Paterson, New Jersey, Missing person",0
"Indiana Fever, Seattle Storm, WNBA, Jewell Loyd",0
"Robert F. Kennedy Jr., North Carolina, Ballot, Ballot access, Cornel West, Democratic Party",5
