queries,response
"Vincenzo Montella, Turkey national football team, UEFA European Championship, Türkiye",0
"Kyle Walker, England national football team, Lauryn Goodman, UEFA European Championship",0
"Harry Kane, England national football team, Cristiano Ronaldo, Jamie O'Hara, Gareth Southgate, UEFA Euro 2024",0
"Netherlands national football team, UEFA Euro 2024, Netherlands, Ronald Koeman",0
"WNBA, Wilson, Iowa Hawkeyes women's basketball, Indiana Fever, Panini, Basketball",0
"Boston Red Sox, New York Yankees, Masataka Yoshida",0
"Austria national football team, UEFA Euro 2024, Türkiye, Merih Demiral",0
"Jorge Masvidal, Nate Diaz, Boxing, Mixed martial arts",0
"New York Liberty, Atlanta Dream, WNBA, Breanna Stewart",0
"WNBA, Chicago Sky, Double-double",0
"Alexei Popyrin, Wimbledon, Novak Djokovic, Tennis",0
"Minnesota Twins, Houston Astros, MLB, Designated hitter",0
"Panama national football team, Colombia national football team, 2024 Copa América",0
"Dominican Republic, Croatia, Basketball, Olympic Games Paris 2024",0
"Chicago Red Stars, Houston Dash, National Women's Soccer League, Bridgeview",0
"New York Yankees, Bullpen, Relief pitcher, MLB",0
"WNBA All-Star Game, Chicago Sky, Indiana Fever",0
"Minnesota Vikings, Accident, Cornerback",0
"Basketball, Luka Dončić, Goga Bitadze, Philippines men's national basketball team, Olympic Games, Tim Cone",0
"Novak Djokovic, Rafael Nadal, Andy Murray, Iga Świątek, Olympic Games Paris 2024, Coco Gauff, International Tennis Federation",0
"Kyle Hendricks, Chicago Cubs",0
"Morocco, Renewable energy, Germany, Türkiye, Hydrogen production",0
"Kyle Larson, NASCAR Cup Series, NASCAR, Chicago",0
"Minnesota Lynx, Connecticut Sun, WNBA, Napheesa Collier",0
"John Deere Classic, PGA TOUR, Aaron Rai, Pan Cheng-tsung, TPC Deere Run",0
"United States national basketball team, Steve Kerr, Basketball, NBA, Serbia",0
"Norwich City F.C., Copa América, Panama, Josh Sargent, EFL Championship",0
"MLB, Daily fantasy sports",0
"God Save the King, United Kingdom, National anthem, England national football team",0
"Kentucky, Mass shooting",0
"Mock draft, NFL, NFL draft",0
"C.D. Guadalajara, Deportivo Toluca F.C., Liga MX",0
"Sami Zayn, WWE, WWE Money in the Bank, Johnny Knoxville, Toronto",0
"Minnesota Vikings, Quarterback, NFL, Michigan Wolverines football, Sam Darnold",0
"Basketball, FIBA, Lithuania men's national basketball team",0
"St. Louis Cardinals, Washington Nationals, Willson Contreras",0
"San Antonio Spurs, Devonte' Graham, Charlotte Hornets, NBA",0
"Kieran Trippier, England national football team",0
"Alexander Zverev, Wimbledon, Cameron Norrie, Tiebreaker, Taylor Fritz, Marathon, Centre Court | Wimbledon",0
"Uruguay national football team, Copa América, Uruguay",0
"New York Yankees, Jose Trevino, Catcher",0
"Brazil national football team, 2024 Copa América, Vinicius Junior, Uruguay, Brazil",0
"FIBA, FIBA World Olympic Qualifying Tournament, Puerto Rico men's national basketball team, Mexico",0
"Trish Stratus, WWE, Money in the Bank ladder match, Becky Lynch",0
"Carlo Maria Viganò, Pope Francis, Vatican City, Catholic Church, Holy See, Excommunication, Archbishop",0
"Türkiye, Shanghai Cooperation Organisation, BRICS, Recep Tayyip Erdoğan, Export, NATO",0
"Tour de France, Eritrea",0
"Tropical cyclone, Texas",0
"Philadelphia 76ers, Paul Reed, NBA, Free agent",0
"Emma Roberts, Julia Roberts, Eric Roberts, Kelly Cunningham",0
"PGA TOUR, Jordan Spieth, Jay Monahan",0
