queries,response
"Labour Party, European Union, United Kingdom, Brexit, Jean-Claude Juncker, Guy Verhofstadt",0
"Labour Party, United Kingdom, Keir Starmer",0
"Boris Johnson, Conservative Party, Rishi Sunak, Labour Party, Keir Starmer",0
"Copa América, Chelsea F.C., Ecuador national football team, Enzo Fernández, Argentina national football team, Midfielder",0
"Boston Pops, Independence Day (United States), Charles River Esplanade, Fireworks, Hatch Memorial Shell",0
"La Crosse, 2024, Fireworks",0
"Severe weather, Thunderstorm",0
"South Padre Island, Sharks, Texas, Independence Day (United States)",0
"Portugal national football team, Slovenia national football team, Cristiano Ronaldo, UEFA Euro 2024",0
"Luka Dončić, Slovenia, Dallas Mavericks, Basketball",0
"General election, United Kingdom",0
"Nigel Farage, Barnsley, United Kingdom",0
"Baltimore Orioles, Dean Kremer, Seattle Mariners, Ryan O'Hearn, Pitcher",0
"Zack Short, Atlanta Braves, San Francisco Giants, St. Louis Cardinals, Shortstop, Orlando Arcia",0
"Pride in London Parade, Pride parade, United Kingdom, 2024, LGBT pride",0
"General election, Wales, 2024",0
"Esporte Clube Bahia, Esporte Clube Juventude, Campeonato Brasileiro Série A",0
"Valdosta, Fireworks, Georgia",0
"United Kingdom, Economy, Gross domestic product, Economic growth, Rishi Sunak",0
"Foyle, Social Democratic and Labour Party, General election, Colum Eastwood, Sinn Féin",0
"Labour Party, India, Elections in the United Kingdom, General election",0
"Colorado Rockies, Milwaukee Brewers, Colin Rea, Rhys Hoskins, Christian Yelich",0
"Tampa Bay Rays, Kansas City Royals, Zack Littell",0
"Argentina national football team, Ángel Di María, 2024 Copa América, Lionel Messi, Captain",0
"Wimbledon, Andy Murray, Tennis, Jamie Murray, Novak Djokovic, Centre Court | Wimbledon",0
"Doughnut, Hinsdale, Clarendon Hills, July 4, Libertyville, Lake Forest",0
"Argentina, Copa América, Lionel Messi",0
"Coney Island, Independence Day (United States), Nathan's Hot Dog Eating Contest, Brooklyn, Riegelmann Boardwalk, Nathan's Famous",0
"Ecuador national football team, Mexico, 2024 Copa América, Ecuador",0
"Newport News, Fireworks, Storm",0
"Milwaukee Brewers, Tampa Bay Rays, Pitcher",0
"Beverly Hills Cop, Eddie Murphy, Axel Foley, Action, Netflix, Judge Reinhold",0
"Oakland Athletics, Los Angeles Angels, Pitcher",0
"Chicago Cubs, Principal component analysis, Philadelphia Phillies",0
"Hamas, Hostage, Gaza Strip, Israel, New York, Independence Day (United States)",0
"Fireworks, Twitch, YouTube",0
"Dubuque, Mathias Ham Historic Site, Ice cream, Independence Day (United States)",0
"California, The Bakersfield Californian, Shafter, Fireworks",0
"Colorado Rockies, Willy Adames, Ejection, Milwaukee Brewers, MLB",0
"Harrah, Fireworks, Oklahoma",0
"Arizona Diamondbacks, Los Angeles Dodgers, Christian Walker, Dodger Stadium, MLB",0
"Oil refinery, Scotland, Scottish National Party",0
"Indianapolis, Fireworks, Indiana",0
"Jaws, Steven Spielberg, Richard Dreyfuss, Robert Shaw, Roy Scheider",0
"Oklahoma City, Severe weather",0
"Joe Biden, George Stephanopoulos, ABC News, This Week, Interview, Democratic Party, ABC World News Tonight",5
"Independence Day (United States), Automotive industry, 2024",0
"Giannis Antetokounmpo, Greece, Milwaukee Bucks, Basketball, Olympic Games",0
