queries,response
"Belgium national football team, France national football team, Thibaut Courtois, UEFA Euro 2024, Real Madrid CF",0
"France, France national football team, Kylian Mbappé, UEFA European Championship",0
"Supreme Court of the United States, Donald Trump, Riot",5
"Sam Reinhart, Florida Panthers, National Hockey League, Free agent, Ice hockey",0
"Chris Martin, Gwyneth Paltrow, Coldplay, Dakota Johnson",0
"Reilly Smith, New York Rangers, Pittsburgh Penguins, Vegas Golden Knights, National Hockey League",0
"Claude Julien, St. Louis Blues, National Hockey League, Montreal Canadiens, Boston Bruins, Coaching staff",0
"Boston Celtics, Derrick White, NBA, San Antonio Spurs",0
"Charlotte, Police officer, Charlotte-Mecklenburg Police Department",0
"Detroit Red Wings, Goaltender, Cam Talbot, National Hockey League, Edmonton Oilers, Ville Husso, Alex Lyon",0
"Somalia, Flood, Flash flood, Reuters, 2024, Mogadishu",0
"Belgium, Kevin De Bruyne, Manchester City F.C., Romelu Lukaku, UEFA Euro 2024, France",0
"Teuvo Teräväinen, Chicago Blackhawks, National Hockey League, Carolina Hurricanes",0
"Vladimir Guerrero Jr., Toronto Blue Jays, Houston Astros",0
"Buffalo Sabres, Jason Zucker, National Hockey League, Vancouver Canucks",0
"European Union, France, National Rally, Emmanuel Macron, Jordan Bardella, Euro",0
"Sony PlayStation, PlayStation Network",0
"Cristiano Ronaldo, Portugal national football team, UEFA Euro 2024, Pitch invasion",0
"Washington Capitals, Defenseman, National Hockey League, Los Angeles Kings, Jakob Chychrun",0
"Uruguay national football team, United States men's national soccer team, 2024 Copa América, Uruguay",0
"Electric vehicle, Battery charger, Israel, Charging station, Norway",0
"Supreme Court of the United States, Social media, Joe Biden",5
"Los Angeles Lakers, DeMar DeRozan, LeBron James, NBA, Chicago Bulls, Free agent, Klay Thompson",0
"Potato cake, Arby's, Kyle MacLachlan, Potato",0
"Rick Ross, Drake, Kendrick Lamar, Canada",0
"Wimbledon, Iga Świątek, Tennis, Aryna Sabalenka, Women's Tennis Association, Coco Gauff, Sofia Kenin",0
"Nicolas Batum, LA Clippers, Philadelphia 76ers, NBA, Adrian Wojnarowski, James Harden",0
"OpenSSH, Vulnerability, Arbitrary code execution, Secure Shell, Linux, Common Vulnerabilities and Exposures, Qualys",0
Belgium,0
"Philadelphia Flyers, Cam Atkinson, National Hockey League, Ryan Suter, Dallas Stars",0
"Rafael Leão, AC Milan, Giorgio Chiellini, UEFA European Championship, Juventus F.C., Serie A, Cristiano Ronaldo",0
"Structure fire, Necedah, Juneau County",0
"Otto Virtanen, Wimbledon, Max Purcell",0
"John Roberts, Supreme Court of the United States, Chief Justice",5
"Patelco Credit Union, Credit union, Erin Mendez, Security",0
"Supreme Court of the United States, Law",5
"Supreme Court of the United States, Corruption",5
"Nashville Predators, NHL entry draft, Ice hockey",0
"Funko, Team Fortress 2",0
"Toronto Maple Leafs, Max Domi, National Hockey League",0
"AS FAR, Moroccan Throne Cup, Raja Club Athletic, Kaizer Chiefs F.C., Botola Pro 1",0
"New York Knicks, Mitchell Robinson, NBA, Mikal Bridges, Josh Hart, Jalen Brunson",0
"Colorado Rockies, Washington Nationals",0
"Fuel tax, Illinois, July 1",0
"Manufacturing, United Kingdom, Purchasing Managers' Index",0
"Türkiye, Protest, Syria, Turkish Armed Forces, Afrin",0
"Nasdaq, NASDAQ:TSLA, Tesla",0
"Jeffrey Epstein, Grand jury",5
