queries,response
"Rudy Giuliani, Donald Trump, Disbarment, Mayor of New York City",5
"Tenerife, Missing person",0
"Robert F. Kennedy Jr., Dog",0
"Red Lobster, Flavor Flav, Public Enemy",0
"Bears, Chatsworth, Los Angeles",0
"Missing person, United States Marshals Service",0
"Tesla, Electric vehicle, NASDAQ:TSLA",0
"Romania national football team, UEFA Euro 2024, Gheorghe Hagi",0
"North Korea, Ballistic missile",0
"Cleveland Cavaliers, Donovan Mitchell, NBA",0
"Stingray, Aquarium & Shark Lab by Team ECCO, Charlotte",0
"Air Europa, Turbulence",0
"Tour de France, Mathieu van der Poel, Tadej Pogačar",0
"Philippines men's national basketball team, Tim Cone, Philippines, FIBA, Basketball",0
"Novak Djokovic, Wimbledon, Tennis",0
"Inflation, European Central Bank, Eurozone, Christine Lagarde",0
Lucy Letby,0
"Hurricane Beryl, Tropical cyclone, Jamaica",0
"Marcelo Bielsa, Uruguay national football team, Copa América, United States men's national soccer team, CONMEBOL",0
"Unidentified flying object, World UFO Day, Extraterrestrial life, 2024",0
"Czech Republic national football team, Türkiye national football team, UEFA Euro 2024, Türkiye",0
"St. Paul Rodeo, Breakaway roping, Saint Paul, Oregon",0
"Netherlands national football team, UEFA Euro 2024, Netherlands, Ronald Koeman",0
"PG&E Corporation, Heat wave, Northern California, Power outage",0
"OpenSSH, Vulnerability, Secure Shell, Arbitrary code execution, Qualys, Common Vulnerabilities and Exposures, Computer security, Linux",0
"Novak Djokovic, Tennis player",0
"India national cricket team, Barbados, Cricket, ICC Men's T20 World Cup, Twenty20, Rohit Sharma, Tropical cyclone",0
"Blake Anderson, Utah State Aggies football, Head coach, Arkansas State Red Wolves football, College Football, American football, Mountain West Conference",0
"Independence Day (United States), Fireworks, July 4, 2024, Illinois",0
"Varanasi, Uttar Pradesh, India, Lucknow, Brajesh Pathak",0
"Kenya, 2024, Protest, Embassy, July 2",0
Marc Jacobs,0
"Central bank, Monetary policy, Fiscal policy, Disinflation, Brazil, Reuters, Inflation, Financial market",0
"Jeffrey Epstein, Grand jury, Florida",5
"European Central Bank, France, Central bank, Finance, Germany",0
Agent Smith,0
"Wildfire, San Diego, Del Mar Heights",0
"Pasig, July 2, Holiday, Bongbong Marcos, Philippines",0
"Rocket, Space launch",0
"Dr. Reddy's Laboratories, Nicotine replacement therapy",0
"Finance, Savings, Financial plan",0
"Luka Dončić, Dallas Mavericks, Slovenia, Basketball, Slovenia men's national basketball team, Olympic Games",0
"Electronic cigarette, Supreme Court of the United States, Food and Drug Administration",5
"Lotology, South Carolina Education Lottery, Scratchcard",0
"Panama national football team, Bolivia national football team, 2024 Copa América, Bolivia",0
"Joey Chestnut, Nathan's Hot Dog Eating Contest, Hot dog, Nathan's Famous",0
"LPGA, Midland Country Club",0
"Japan, Industrial production, Manufacturing",0
"Tim Anderson, Miami Marlins, Chicago White Sox, Shortstop",0
"Gold, Yellowcake, New South Wales, Finance",0
"Stock, Jerome Powell, Interest rate",5
"Rajesh Ranjan, NEET, Lok Sabha, Bihar",0
"Kazakhstan, Astana, 2024",0
"Jensen Huang, Elon Musk, Nvidia, Tesla, Chief Executive Officer",0
"Philippine Football Federation, Philippines",0
"New Orleans, Tropical cyclone",0
"NATO summit, Washington",5
"Pope Francis, Catholic Church",0
"Madhya Pradesh, Income tax, Mohan Yadav, Finance",0
"Shanghai Pudong International Airport, Pudong, Shanghai, Tourism",0
"McDonald's, Garlic sauce",0
"Jamie Foxx, Corinne Foxx",0
"Keg, Forecasting, Drink, The Keg Steakhouse + Bar - Ottawa Market",0
"Al-Shabaab, Uganda, Somali Armed Forces",0
