queries,response
"Flash flood, Flash flood warning, Columbia County",0
"Flood warning, Missouri River, Flash flood",0
"Flood, Manawa, Wisconsin, Flash flood",0
"Flood, Houston, Tropical cyclone, Texas",0
"New York Yankees, Boston Red Sox, Rafael Devers",0
"Egypt, Gaza Strip, Israel, Gaza, Ceasefire",0
"Jon Landau, Film producer, Titanic, Avatar, James Cameron",0
"Major League Baseball All-Star Game, MLB, American League, National League",0
"C.F. Pachuca, C.F. Monterrey, Liga MX",0
"NASCAR, NASCAR Cup Series, Alex Bowman, Chicago",0
"Stabbing, Adventureland Amusement Park, Long Island",0
"McDonald's, Walmart, Course credit, Higher Education School, Résumé",0
"Skydance Media, National Amusements, Shari Redstone, David Ellison, Paramount Pictures, Mergers and acquisitions",0
"Portland Timbers, Nashville SC, Jonathan Rodríguez, Providence Park",0
"Iran, Islamic Republic of Iran Navy, Capsizing, IRIS Sahand, Destroyer, Bandar Abbas, Frigate",0
"New York, Heat advisory, Cooling center",0
"Galveston, Tropical cyclone",0
"Tesla, Constellation Brands, Stock, Nasdaq",0
"Florida, Heat advisory",0
"Greg Abbott, Taiwan, Governor of Texas",5
"Tourism, Barcelona, Protest, Spain",0
"Tropical cyclone, Louisiana, Atlantic hurricane season, Storm",0
"Seattle Storm, Chicago Sky, WNBA",0
"Smurfit Kappa Group, WestRock, London Stock Exchange",0
"Kenya, Economic partnership agreement, European Union, Partnership, Trade agreement, Economics",0
"Gautam Adani, Wilmar International, Share price, Adani Group, Stock, Share",0
"South India, Security Innovation, Chennai",0
"Landslide, Indonesia, Gold, Sulawesi",0
"Bar Council of India, Advocate, Madras High Court, Legal profession",0
"Emily Thornberry, Labour Party, Keir Starmer, Official Opposition Shadow Cabinet, Shadow Attorney General for England and Wales",5
"Rockport, Texas",0
"France, Meteorology, Storm, Météo-France",0
"Giovanni Mpetshi Perricard, Wimbledon, Tennis, Sebastian Korda",0
"Tesla, Electric vehicle, NASDAQ:TSLA",0
"Munich, Film festival, Filmfest München, Gábor Reisz",0
"Republican National Convention, Milwaukee, Republican Party",5
"Real Estate, Ho Chi Minh City, Vietnam, Housing, Hanoi, Revenue",0
"Heat advisory, Humidity",0
"Cleveland Guardians, San Francisco Giants, MLB",0
"Middle River, Baltimore County Police Department, Taos Circle",0
"Lagos University Teaching Hospital, Power outage, Protest, Medicine, Lagos",0
"Orlando Pirates F.C., Kermit Erasmus, Mamelodi Sundowns F.C., South African Premier Division",0
"Joe Biden, Strike action, Philadelphia, Trade union, Harrisburg, National Education Association",5
"Rupauli Assembly constituency, Bihar, Janata Dal (United), Nitish Kumar, Bima Bharti, Tejashwi Yadav, Lok Sabha, Member of the Legislative Assembly, Rajesh Ranjan",0
"Dow Jones Industrial Average, Stock market, Nasdaq, Stock, S&P 500, Futures contract, Inflation, Federal Reserve System",0
"Bitcoin, Mt. Gox, Cryptocurrency exchange",0
"Syria, Accident, Damascus",0
"Dan Patrick, Acting governor, Greg Abbott, Lieutenant Governor of Texas, Tropical cyclone",5
"Exact Sciences Corp., NASDAQ:EXAS, Earnings call, Business Wire, Nasdaq, 2024",0
"Small Industry, Small Business Institute, Entrepreneurship, Minister of Small Business Development of South Africa",0
"Mayor, Fox News, Georgia, Fox & Friends, Arabi",5
"New York Mets, Pittsburgh Pirates, Francisco Lindor, Aroldis Chapman",0
"Ethiopia, Somalia, Türkiye",0
"Income tax return, Income tax, Finance",0
"Police officer, Cleveland, Cleveland Division of Police",0
"Superintendent, Atlanta City School District, Atlanta Board of Education, Education",0
"Swiber Holdings Limited, Chee Neng Yeo, Insider trading, Chief Executive Officer, Singapore",0
"Tornado, Iowa, West Virginia, Tornado outbreak, Severe weather, National Weather Service",0
"California, Heat wave",0
"Heat advisory, Georgia",0
"DC Comics, Comic book, Batman & Robin, Joshua Williamson",0
"Jordan Spieth, PGA TOUR, Smylie Kaufman, Golf Channel, Podcast, John Deere Classic",0
"Indonesia, North Sumatra, Indonesian National Police",0
"Armaan Malik, Bigg Boss",0
"Liberia, Joseph Boakai, Government, Unity Party, Procurement",0
"Nvidia, Intel, Nasdaq, NASDAQ:NVDA, AMD, Graphics processing unit",0
"Stevie Nicks, Fleetwood Mac, Glasgow, OVO Hydro",0
"Kenley Jansen, Boston Red Sox, Save",0
"Virgin Australia Airlines, Bain Capital, Qatar Airways",0
"Minneapolis, Whittier",0
"Advanced Placement exams, Higher Education School, Student",0
"Artificial intelligence, Abu Dhabi",0
"Sammaan Capital Ltd, Finance",0
"Tommaso Ciampa, DIY, WWE NXT, Johnny Gargano, Professional wrestling, Fightful",0
"Thailand, Tourism, Bangkok, Tourism Authority of Thailand",0
"Afghanistan, Government",0
"Heart transplantation, Organ procurement organization, Tennessee Donor Services, Medicine",0
"Liangzhu culture, China, Archaeology, Hangzhou, Zhejiang",0
"Organ transplantation, Kidney transplantation, Illegal immigration, United States district court",5
"Song Joong-ki, Katy Louise Saunders",0
"Los Angeles Sparks, Phoenix Mercury, WNBA",0
"Michigan Wolverines football, Linebacker, American football, USC Trojans football, Don Martindale",0
"BRICS, Malaysia, Russia",0
