queries,response
"Brazil national football team, 2024 Copa América, Colombia, Brazil",0
"Las Vegas Aces, Indiana Fever, WNBA, Kelsey Plum",0
"July 3, 2024",0
"Jamaica, Tropical cyclone",0
"Costa Rica national football team, Paraguay national football team, 2024 Copa América",0
"Independence Day (United States), Fireworks, July 4, 2024",0
"Chicago Cubs, Philadelphia Phillies, Trea Turner, MLB",0
"Vinicius Junior, Real Madrid CF, Brazil national football team, Copa América, Liverpool F.C., Alisson Becker",0
"Minnesota Twins, Detroit Tigers, Royce Lewis",0
"Suki Waterhouse, Bradley Cooper, Robert Pattinson",0
"Israel, Stabbing, Terrorism, Stabbing as a terrorist tactic, Karmiel",0
"Explosion, Peabody, Recreational vehicle",0
"Stingray, Aquarium & Shark Lab by Team ECCO, Charlotte",0
"Independence Day (United States), Parade",0
"Derail, Derailment, Matteson, Chicago, Freight train, Illinois",0
"Frankie Montas, New York Yankees, Pitcher, Cincinnati Reds",0
"Abu Dhabi, delivery driver, Rest area, United Arab Emirates",0
"Brominated vegetable oil, Food and Drug Administration, Drink, Food additive",0
"Red Lobster, Flavor Flav, Public Enemy",0
"Ann Wilson, Heart, Concert tour, Nancy Wilson",0
"Archaeology, Archaeologist, Reliquary, Moses, Ten Commandments, Austria, Relic",0
"Point of sale, Market research, Industry, Payment terminal",0
"Skydance Media, National Amusements, Shari Redstone, David Ellison, Mergers and acquisitions, Paramount Pictures",0
"Beverly Hills Cop, Eddie Murphy, Axel Foley, Action, Judge Reinhold, John Ashton",0
"WNBA All-Star Game, Chicago Sky, Indiana Fever",0
"Downtime, Verizon, Central Savannah River Area, Augusta",0
"SpaceX, Falcon 9, Cape Canaveral Space Force Station",0
"Coldplay, Glastonbury Festival, Michael J. Fox, Chris Martin",0
"Hathras, Stampede, India, Uttar Pradesh",0
"July 3, Battle of Gettysburg, Confederate States of America",0
"Oklahoma State Cowboys football, Driving under the influence, Running back, College Football",0
"Nasdaq, S&P 500, Stock, Stock market, Dow Jones Industrial Average, Jerome Powell, Tesla, Standard & Poor's, Federal Reserve System",0
"13P/Olbers, Comet, Heinrich Wilhelm Matthias Olbers, Astronomy, Earth, Star",0
"Cook Out, Inflation, Independence Day (United States)",0
"SHEIN, E-commerce",0
"Superman, Christopher Reeve, James Gunn, William Reeve, David Corenswet",0
"Alzheimer's disease, Food and Drug Administration, Eli Lilly and Company, Dementia",0
"Air Europa, Turbulence",0
"Safety, Independence Day (United States), Drowning",0
"New Jersey, Hilda Estevez, Independence Day (United States)",0
"WestJet, Strike action, Canada",0
"Independence Day (United States), Holiday",0
"Peachtree Road Race, The Atlanta Journal-Constitution, Racing",0
"Missing person, United States Marshals Service",0
"Social media, License, Monetization, United Arab Emirates, Ras Al-Khaimah",0
"Bebe Rexha, Music industry",0
"Blake Anderson, Utah State Aggies football, Head coach, Arkansas State Red Wolves football",0
"Tech Mahindra, Artificial intelligence, Intel, India, Indo-Aryan languages, Dell",0
"Alabama, Heat advisory, Heat index",0
"Baltimore Orioles, Texas Rangers, Corbin Burnes, MLB",0
"Chelsea F.C. Women, FC Barcelona, England women's national football team, Women's Super League",0
"NYSE:AVY, Avery Dennison Corp, Business Wire, New York Stock Exchange, Conference call, 2024",0
"Joe Biden, Democratic Party, Kamala Harris, Gavin Newsom, Vice President of the United States",5
"Tiger, Mathna Japti, India",0
"Kerry Washington, Nnamdi Asomugha, Scandal",0
"X-Men, Deadpool & Wolverine, Pyro, Aaron Stanford",0
"Indian Railways, Rail transport, Crore, Samastipur railway division, Northeast Frontier Railway zone, 2024, Lakh",0
"Lithium, Argentina",0
"Chicago Cubs, Milwaukee Brewers, Ian Happ",0
"Catholic Church, General election, Bishop",5
"Texas Rangers, San Diego Padres, Nathaniel Lowe, Nathan Eovaldi",0
"Queenstown Airport, Runway safety, New Zealand",0
"Marriott International, Marriott, Ideal Property Group, Penang, Queens Waterfront",0
"Exchange-traded fund, ASX, Investment fund, Betashares, The Vanguard Group",0
"Avianca Group, Colombia, Initial public offering",0
"Norway, Salmon, Export",0
"Electronic invoicing, Invoice, Saudi Arabia, Value-added tax, Tax Administration",0
