queries,response
"Portland Timbers, Nashville SC",0
"C.F. Pachuca, C.F. Monterrey, Liga MX, Cruz Azul, 2024",0
"Flash flood, Flash flood warning, Windmill Plantation, Columbia County, Augusta",0
"Yong Jun-hyung, Kim Hyun-a, K-pop",0
"Kenley Jansen, Boston Red Sox, Save",0
"New York Yankees, MLB, Boston Red Sox",0
"Flood, Manawa, Wisconsin, Flash flood",0
"Dan Patrick, Acting governor, Greg Abbott, Lieutenant Governor of Texas, Tropical cyclone",5
"San Jose Earthquakes, Chicago Fire FC, MLS",0
"Sporting Kansas City, Colorado Rapids, MLS, Dick’s Sporting Goods Park",0
"Joe Hendry, WWE NXT, Shawn Michaels, Total Nonstop Action Wrestling",0
"Shark Week, Discovery Channel, Sharks, John Cena",0
"Vancouver Whitecaps FC, Minnesota United FC, MLS, Ryan Gauld, Brian White, Allianz Field",0
"Skydance Media, National Amusements, Shari Redstone, David Ellison, Mergers and acquisitions, Paramount Pictures",0
"Tropical cyclone, Texas",0
"New York Mets, Pete Alonso, Home Run Derby, Major League Baseball All-Star Game, MLB, Brandon Nimmo, National League, Francisco Lindor",0
"Bhad Bhabie, Abuse",0
"Kandi Burruss, Jermaine Dupri, Xscape, LaTocha, Tamika Scott, The Real Housewives of Atlanta",0
"Joe Biden, Strike action, Trade union, Philadelphia, National Education Association",5
"Tropical cyclone, Louisiana, Atlantic hurricane season, Storm",0
"Detroit, Mass shooting, Michigan State Police",0
"Veganism, Plant-based diet, Vegetarianism, Nutrient, Deficiency",0
"LA Galaxy, Los Angeles FC, MLS, Rose Bowl Stadium, El Tráfico",0
"Taiwan, Greg Abbott, Governor of Texas",5
"WWE NXT, NXT Championship",0
"United States national basketball team, Basketball",0
"Dominica, Tropical cyclone, Roosevelt Skerrit, Flood",0
"Joey Hand, NASCAR Cup Series, NASCAR, IMSA, Roush Fenway Racing, Brad Keselowski",0
"Gabriel Attal, Prime Minister of France, France, Emmanuel Macron",0
"WWE NXT, Wes Lee, NXT North American Championship",0
"Stock, China, Stock market index, Share, SSE Composite Index",0
"WNBA, Chicago Sky, Double-double, Seattle Storm",0
"Electrocution, Smith Mountain Lake, Accident, Colorado",0
"Cryptocurrency, Exchange-traded fund, Bitcoin, Ethereum",0
"Ewan Mitchell, Game of Thrones, Tom Glynn-Carney",0
"Minnie Driver, Josh Brolin, Matt Damon",0
"Puerto Rico men's national basketball team, Basketball, FIBA",0
"Kawhi Leonard, LA Clippers, United States national basketball team, Olympic Games, Paul George",0
"Real Salt Lake, Houston Dynamo FC, MLS",0
"Basketball, Olympic Games Paris 2024, Canada, Canada women's national basketball team",0
"Wildfire, Santa Barbara County, California",0
"Jean-Luc Mélenchon, La France Insoumise, Left-wing politics, National Rally, Marine Le Pen",0
"Wage, Thailand, Finance",0
"Portugal national football team, France national football team, UEFA Euro 2024, Cristiano Ronaldo, Kylian Mbappé, France",0
"Tourism, Barcelona, Protest, Spain",0
"New York Giants, Hard Knocks, Saquon Barkley, NFL, Philadelphia Eagles",0
"Australia men's national basketball team, Basketball, Olympic Games, Australia",0
"Chicago Cubs, Colten Brewer, Relief pitcher",0
"Utah State Aggies football, Blake Anderson, Head coach",0
"YouTuber, Sai Dharam Tej, Telangana, YouTube, Telugu language",0
"Virus, Respiratory tract infection, Immunity",0
"Lewis Hamilton, Grand Prix motorcycle racing, Formula 1, Gresini Racing, Fausto Gresini",0
"San Diego Padres, Arizona Diamondbacks, Eugenio Suárez",0
"Marshawn Lynch, Gavin Newsom, Podcast, NFL, Seattle Seahawks",5
"Los Angeles Dodgers, Milwaukee Brewers, Shohei Ohtani",0
"NIO Inc, Chief Financial Officer, NYSE:NIO, Finance, New York Stock Exchange, Electric vehicle",0
"Phoenix Mercury, Dallas Wings, WNBA, Kahleah Copper, Brittney Griner",0
"John Deere Classic, Séamus Power, PGA TOUR, Open Championship, TPC Deere Run",0
"Panay, Philippines, GMA Integrated News, Japan",0
"Immigrant investor programs, Investment, Travel visa, Portugal Golden Visa, Finance",0
"Bond, Emerging market, Bond market, Government",0
"Tesla, Constellation Brands, Stock, Nasdaq",0
"ASX, Undervalued stock, Stock, Finance, Intrinsic value, Simply Wall St, Australia",0
"Refinancing, Mortgage loan, Finance, Interest rate",0
"Brad Pitt, Formula 1, Joseph Kosinski",0
"Exchange-traded fund, Investment fund, Passive income, Stock market, Dividend yield, Dividend, High-yield debt",0
"Stock, NIFTY 50, IndusInd Bank, Marico, Titan Company, BSE SENSEX",0
3D printing,0
"Hong Kong, Wealth management, Finance, Industrial and Commercial Bank of China, Paul Chan Mo-po",0
"Prince Harry, Duke of Sussex, Meghan, Duchess of Sussex, British royal family",0
"Jennie Kim, BLACKPINK, CHANEL, Nose piercing, K-pop, Pop-up retail",0
"National Hot Rod Association, John Force Racing, Drag racing, Traumatic brain injury, Neurology",0
"Wildfire, San Martin, California Department of Forestry and Fire Protection",0
"Andhra Pradesh, Policy, Computers and information technology, Industry, Government",0
"Health care, Organ transplantation, Fisk/Meharry, Nashville, Meharry Medical College, Medicine, Vanderbilt University, Student, Career",0
Game of Thrones,0
"Media, New Zealand, Paul Goldsmith, Government",0
"Reserve Bank of Australia, Inflation, Interest rate, Central bank, Rate",0
"India, Mallikarjun Kharge, China, Pangong Tso, Indian National Congress, Narendra Modi, Ladakh, Bharatiya Janata Party, Bunker, Government",0
"Bob Menendez, United States Senator",5
