queries,response
"Supreme Court of the United States, Chevron U.S.A., Inc. v. Natural Resources Defense Council, Inc., Law",5
"Dallas Mavericks, Tim Hardaway Jr., Detroit Pistons, NBA, Quentin Grimes",0
"Earthquake, Peru, Richter scale, Tsunami warning system",0
"Nike, NYSE:NKE",0
"Thomas Massie, Rhonda Massie, Member of Congress, Republican Party, Kentucky, Andy Barr",5
"Ice cream, ESPN, College World Series",0
"Post Malone, Concert tour",0
"Deadpool & Wolverine, Wolverine, Sabretooth, X-Men, Hugh Jackman, Ryan Reynolds, Logan",0
"California, United States Congress, Gavin Newsom, Democratic Party",5
"Joe Biden, Donald Trump, Debate, United States presidential debates",5
"Infinera, Nike, Stock, Nasdaq, Donald Trump, New York Stock Exchange, Walgreens",5
"Hamas, Joe Biden, Israel, Democratic Party, The White House, Adam Schiff, Kamala Harris",5
"Yield, Inflation, Federal Reserve System, Personal consumption expenditures price index",5
"David Archuleta, American Idol, Good Morning America, 2024, Queer",0
"Supreme Court of the United States, Social media, Joe Biden",5
"U.S. Senior Open, Hole in one, Newport Country Club",0
"Democratic Party, George Latimer, Primary election, New York's 16th Congressional District, AIPAC",5
"2024, Arden United Methodist Church, Martinsburg, June 28",0
"Chewy, Petco, Stock",0
"Christian Horner, Max Verstappen, Formula 1, Red Bull Racing, Jos Verstappen, Austrian Grand Prix, Mercedes AMG Petronas F1 Team",0
"Uvalde, Indictment, Pete Arredondo, Robb Elementary School, School shooting",0
"Iowa, Abortion law, Supreme Court of the United States",5
"SportsCenter, John Anderson, ESPN, Missouri School of Journalism",0
"Dublin, 2024, Taylor Swift",0
"Michigan, Government budget, Gretchen Whitmer",5
"Jill Biden, Joe Biden, Abortion, First Lady of the United States",5
"Republican National Convention, Republican Party, Milwaukee",5
"Merrick Garland, Republican Party, Joe Biden, United States House of Representatives, Robert Kyoung Hur",5
"Robert F. Kennedy Jr., North Carolina, Ballot, Ballot access, Cornel West, Democratic Party",5
"George Stephanopoulos, Good Morning America, Alexandra Wentworth, Robin Roberts, Michael Strahan",0
