queries,response
"Romania national football team, Netherlands national football team, UEFA Euro 2024, Netherlands",0
"Blake Anderson, Utah State Aggies football, Head coach, Arkansas State Red Wolves football, College Football",0
"Stingray, Aquarium & Shark Lab by Team ECCO, Charlotte",0
"Rudy Giuliani, Disbarment, Donald Trump, Mayor of New York City",5
"Electric bicycle, Rebate, Minnesota",0
"Red Lobster, Flavor Flav, Public Enemy",0
"Robert F. Kennedy Jr., Dog",0
"Eminem, Big Sean, Hip hop music",0
"Tenerife, Missing person",0
"Stampede, Hathras, India, Uttar Pradesh",0
"Türkiye national football team, UEFA Euro 2024, Türkiye",0
Ian Karmel,0
"Tim Anderson, Miami Marlins, MLB, Shortstop, Chicago White Sox",0
"Tempur Sealy International, Mattress Firm, Federal Trade Commission, Tempur-Pedic",0
"Fortnite, Battle royale game, Battle pass",0
"United States Marshals Service, Missing person",0
"Tour de France, Tadej Pogačar, Jonas Vingegaard",0
"Suki Waterhouse, Bradley Cooper, Robert Pattinson",0
"Coldplay, Glastonbury Festival, Michael J. Fox, Chris Martin",0
"Cleveland Browns, Mascot, NFL",0
"Costa Rica national football team, Colombia national football team, Colombia, 2024 Copa América",0
"Air Europa, Turbulence, Brazil",0
"IndyCar Series, Arrow McLaren, Christian Lundgaard, Alexander Rossi, McLaren",0
"Ys: The Oath in Felghana, Ys, XSEED Games, Nihon Falcom, Role-playing video game, PlayStation 4",0
"Basketball, William Jones Cup, Philippines men's national basketball team, ABS-CBN, FIBA, Philippines, Patrick Aquino",0
"BioLab, Lake Charles, Louisiana, Interstate 10, Westlake",0
Donald Glover,0
"Xavi Simons, Paris Saint-Germain F.C., FC Bayern Munich, RB Leipzig, Bundesliga, Arsenal F.C.",0
"Tesla, NASDAQ:TSLA, Stock market, Stock",0
"Topgolf Nashville, Nashville",0
"Pasig, July 2, Holiday, Bongbong Marcos, Philippines",0
"Rocket, Space launch",0
"Joe Biden, Extreme weather",5
"Finance, Savings, Financial plan",0
"State Farm, California, Home insurance, California Department of Insurance",0
"Wimbledon, Iga Świątek, Tennis, Sofia Kenin, Aryna Sabalenka, Women's Tennis Association, Coco Gauff",0
"Lotology, South Carolina Education Lottery, Scratchcard",0
Lucy Letby,0
"North Korea, Ballistic missile",0
"GitLab, Vulnerability, Common Vulnerabilities and Exposures, CI/CD, Continuous integration",0
"Japan, Industrial production, Manufacturing",0
"Gold, Yellowcake, New South Wales, Finance",0
"Rajesh Ranjan, NEET, Lok Sabha, Bihar",0
"Cranberry Township, Pennsylvania",0
"Kazakhstan, Astana, 2024",0
"Philippine Football Federation, Philippines",0
"Apple, iPhone 7, Settlement",0
"Leonard Peltier, Parole, Activist, Federal Bureau of Investigation, Native Americans in the United States, American Indian Movement",5
"WNBA, Tom Brady, Magic Johnson, Dwyane Wade, Las Vegas Aces",0
"Unidentified flying object, World UFO Day, Extraterrestrial life, 2024",0
"Pope Francis, Catholic Church",0
"Madhya Pradesh, Income tax, Mohan Yadav, Finance",0
"Shanghai Pudong International Airport, Pudong, Shanghai, Tourism",0
"Egypt Sherrod, HGTV, DJ Mike Jackson, Real Estate",0
"Keg, Forecasting, Drink, The Keg Steakhouse + Bar - Ottawa Market",0
"Robot, Robotics",0
