queries,response
"Romania national football team, Netherlands national football team, UEFA Euro 2024, Netherlands",0
"Rudy Giuliani, Disbarment, Donald Trump, Mayor of New York City",5
"Blake Anderson, Utah State Aggies football, Head coach, Arkansas State Red Wolves football, College Football",0
"Robert F. Kennedy Jr., Dog",0
"Red Lobster, Flavor Flav, Public Enemy",0
"Stingray, Aquarium & Shark Lab by Team ECCO, Charlotte",0
"Missing person, United States Marshals Service",0
"Tenerife, Missing person",0
"Tesla, NASDAQ:TSLA, Nasdaq, Stifel",0
"Czech Republic national football team, Türkiye national football team, UEFA Euro 2024, Türkiye",0
"BioLab, Westlake, Lake Charles, Louisiana, Interstate 10",0
"Tim Anderson, Miami Marlins, MLB, Chicago White Sox, Shortstop",0
"Eminem, Big Sean, Hip hop music",0
"Cleveland Browns, Mascot",0
"North Korea, Ballistic missile",0
"Tornado, National Weather Service, Tornado watch, Pennsylvania, Severe weather, Tornado warning",0
"Basketball, William Jones Cup, Philippines men's national basketball team, ABS-CBN, FIBA, Philippines, Patrick Aquino",0
Lucy Letby,0
"St. Paul Rodeo, Breakaway roping, Saint Paul, Oregon",0
"Brazil national football team, 2024 Copa América, Colombia",0
"Tempur Sealy International, Mattress Firm, Federal Trade Commission, Tempur-Pedic",0
"European Central Bank, Inflation, Christine Lagarde, Central bank, Monetary policy",0
"Novak Djokovic, Wimbledon, Tennis",0
"Cleveland Cavaliers, Donovan Mitchell, NBA",0
"State Farm, California, Home insurance, California Department of Insurance",0
"Air Europa, Turbulence, Brazil",0
"Manchester United F.C., Matthijs de Ligt, FC Bayern Munich, Erik ten Hag, AFC Ajax",0
"Luka Dončić, Dallas Mavericks, Slovenia, Basketball, Slovenia men's national basketball team, Olympic Games",0
"Suki Waterhouse, Bradley Cooper, Robert Pattinson",0
"Hurricane Beryl, Tropical cyclone, Jamaica",0
"Pasig, July 2, Holiday, Bongbong Marcos, Philippines",0
"Rocket, Space launch",0
"Dr. Reddy's Laboratories, Nicotine replacement therapy",0
"Finance, Savings, Financial plan",0
"Apple, iPhone 7, Settlement",0
"Lotology, South Carolina Education Lottery, Scratchcard",0
"Gregg Berhalter, United States men's national soccer team, Copa América, U.S. Soccer, Uruguay national football team",0
"Unidentified flying object, World UFO Day, Extraterrestrial life, 2024",0
"GitLab, Vulnerability, Common Vulnerabilities and Exposures, CI/CD, Continuous integration",0
"Japan, Industrial production, Manufacturing",0
"Gold, Yellowcake, New South Wales, Finance",0
"La Vergne, Interstate 24, Vehicle rollover, Tennessee, Nashville",0
"Rajesh Ranjan, NEET, Lok Sabha, Bihar",0
"Kazakhstan, Astana, 2024",0
"Tour de France, Richard Carapaz, Tadej Pogačar, EF Education–EasyPost",0
"Philippine Football Federation, Philippines",0
"Fireworks, Independence Day (United States), U.S. Department of Agriculture Forest Service, Safety, Wildfire",0
"Novak Djokovic, Tennis player",0
"Pope Francis, Catholic Church",0
"Conor Niland, Wimbledon, Roger Federer, Tennis player",0
"Madhya Pradesh, Income tax, Mohan Yadav, Finance",0
"Shanghai Pudong International Airport, Pudong, Shanghai, Tourism",0
"Keg, Forecasting, Drink, The Keg Steakhouse + Bar - Ottawa Market",0
"Al-Shabaab, Uganda, Somali Armed Forces",0
Marc Jacobs,0
"India national cricket team, Barbados, Cricket, ICC Men's T20 World Cup, Twenty20, Tropical cyclone, Rohit Sharma",0
"Robot, Robotics",0
"Peter Pan Diner, Bay Shore",0
"Xavi Simons, Paris Saint-Germain F.C., FC Bayern Munich, RB Leipzig, Bundesliga, Arsenal F.C.",0
"Stock, Jerome Powell, Interest rate",5
"Inflation, Europe, Stock, Personal consumption expenditures price index",0
Donald Glover,0
"Pound sterling, Japanese Yen, Foreign Exchange Market, Forecasting",0
"Mangrove, Biology, Ecosystem",0
"Fintech, Deluxe Corporation, Chief Executive Officer, NYSE:DLX, Business Wire, New York Stock Exchange",0
"School, Melbourne, St Margaret Mary’s Catholic Primary School",0
"Jeffrey Epstein, Grand jury, Florida",5
"Osteoporosis, Artificial intelligence, Machine learning, Deep learning, Radiography, Dual-energy X-ray absorptiometry",0
"Flipkart, Unified Payments Interface, SuperMoney, Financial services, Finance, Fintech, Walmart, E-commerce",0
"Pakistan, France, Memorandum of understanding",0
"Evolution Championship Series, Esports, Cygames, 2024",0
"July 2, 2024",0
"China, Xi Jinping, Xue Qikun, Innovation",0
"Vaccine, Moderna, Influenza vaccine, H5N1 vaccine",0
"Indonesia, Nickel, Mineral, Sustainability, Industry",0
"Cristiano Ronaldo, Penalty kick, UEFA Euro 2024, Portugal national football team, Slovenia national football team",0
Agent Smith,0
"Delta, Ekpan, Nigeria",0
"Press release, Media, Issuer Direct Corporation, 2024",0
"Northland Power, Solar energy, Mexico",0
"Maryland Terrapins women's basketball, Croatia, Basketball",0
"Duck Donuts, Philippines, Makati",0
"Joey Chestnut, Nathan's Hot Dog Eating Contest, Hot dog, Nathan's Famous",0
"General practitioner, Health care, Virus, New Zealand",0
"Ghana, Energy industry, Matthew Opoku Prempeh, World Bank",0
Efficient energy use,0
"Iraq, Kurdistan Region, Kurdistan Democratic Party, Patriotic Union of Kurdistan, Kirkuk Provincial Council, Mohammed Shia' Al Sudani",0
"Uttar Pradesh, Manoj Kumar Singh, Indian Administrative Service, Yogi Adityanath, Durga Shanker Mishra, India",0
"VHS, Computer, Videocassette recorder, DVD",0
"Epic Games, Sunless Skies",0
"Supreme Court of the United States, Assault weapon, Federal Assault Weapons Ban, Second Amendment to the United States Constitution",5
"Panama national football team, Bolivia national football team, 2024 Copa América, Bolivia",0
"Giorgi Mamardashvili, Liverpool F.C., UEFA Euro 2024, Newcastle United F.C., Goalkeeper",0
"Visalia, Fireworks, California",0
"Indonesia, Inflation rate, Consumer price index, June",0
"Da Nang, China, Finland, Fireworks, Vietnam, 2024",0
"Tesla, Elon Musk, Child labour",0
"S&P Global, S&P Global Ratings, Economic growth, Emerging market, Export, Asia–Pacific",0
"National Australia Bank, Online banking, Downtime",0
"College Football, American football, Athletic conference, Big 12 Conference, Pacific-12 Conference, Atlantic Coast Conference, NCAA Division I Football Bowl Subdivision, Southeastern Conference, 2010–2014 NCAA conference realignment",0
"BYD Auto, Uzbekistan, Electric vehicle",0
Nexon,0
