queries,response
"Donald Trump, Joe Biden, Electric vehicle",5
"Bernie Sanders, Democratic Party, Joe Biden, Wisconsin, United States Senator",5
"Indiana Fever, WNBA, Seattle Storm, Chicago Sky, Gucci, Iowa Hawkeyes women's basketball, Atlanta Dream",0
"North Korea, United States, Donald Trump, South Korea, Thomson Reuters Corporation",5
"Abortion, Joe Biden",5
"Ukraine, Joe Biden, Russia, CNN",5
Afghanistan,0
"Nikki Haley, Donald Trump Jr., Republican Party, Vice President of the United States, Joe Biden",5
"Debate, Devon, Cornwall, General election, Liberal Democrats, Candidate",5
"Donald Trump, Afghanistan, President of the United States, Reuters",5
"Scripps News, Andrew Rafferty, Joe St. George, Georgia, Debate, United States presidential debates",5
"Donald Trump, Riot, United States Capitol, January 6",5
"Joe Biden, Inflation",5
"Liverpool F.C., Uruguay national football team, Copa América, Luis Suárez",0
"Iran, Joe Biden, Presidential election, Absentee ballot",5
"Democratic Party, Primary election, New York's 1st Congressional District, CNN, Republican Party",5
"Ukraine, NATO, Volodymyr Zelenskyy, Jens Stoltenberg",5
