queries,response
"Copa América, Ecuador national football team, Argentina national football team",0
"LA Galaxy, Los Angeles FC, MLS, Rose Bowl Stadium, El Tráfico",0
"Ecuador national football team, Mexico, 2024 Copa América, Ecuador",0
"Emiliano Martínez, Aston Villa F.C., Argentina national football team, Goalkeeper, Summer Olympic Games, Unai Emery, Premier League",0
"Fireworks, La Puente, California, Explosion, Pyrotechnics",0
"2024 Copa América, Argentina national football team, Brazil national football team",0
"Fireworks, Stadium of Fire, LaVell Edwards Stadium (LES), Provo, America's Freedom Festival at Provo",0
"Washington Mystics, Las Vegas Aces, WNBA",0
"Ryan Garcia, World Boxing Council, Racism",0
"Labour Party, Keir Starmer, United Kingdom",0
"Venezuela, Copa América, Mexico, Venezuelans, Americas, Associated Press",0
"Portugal national football team, France national football team, UEFA Euro 2024, Cristiano Ronaldo, Kylian Mbappé, France",0
"Nigel Farage, United Kingdom, Rishi Sunak, Racism, Conservative Party",0
"Atmosphere of Earth, Air quality index",0
"Venezuela national football team, Canada, 2024 Copa América",0
"Michael Rubin, The Hamptons, Independence Day (United States), Kim Kardashian, Circuit party",0
"Sharks, South Padre Island, Texas",0
"San Fernando Valley, Car chase, Los Angeles, Toyota Prius",0
"Sporting Kansas City, Colorado Rapids, MLS, Dick’s Sporting Goods Park",0
"Fireworks, Independence Day (United States), New York, Macy's",0
"Canada, Copa América, Inter Milan, Injury in humans",0
"Bitcoin, Cryptocurrency, Mt. Gox",0
"General election, Labour Party, Warwickshire, Coventry, Conservative Party",0
"FC Dallas, Portland Timbers, MLS, Toyota Stadium",0
"General election, Polling station, United Kingdom",0
"Lionel Messi, Argentina, Canelo Álvarez, 2022 World Cup, 2022",0
"Spain national football team, Germany, UEFA Euro 2024, Spain",0
"Saskatchewan Roughriders, Canadian Football League, Shea Patterson, Trevor Harris, Quarterback, Toronto Argonauts, Corey Mace",0
"Cristiano Ronaldo, Tennis, Ion Țiriac, Wimbledon, Lionel Messi",0
"Oil refinery, Scotland, Scottish National Party",0
"Arizona Diamondbacks, Los Angeles Dodgers, Christian Walker, Dodger Stadium",0
"OKX, Bitcoin, Cryptocurrency wallet, Ethereum, Tether",0
"Kendrick Lamar, Drake, Hip hop music",0
"Liberal Democrats, Ed Davey, Conservative Party, Liberalism",5
"Portugal national football team, Wolverhampton Wanderers F.C., Paris Saint-Germain F.C., FC Porto, UEFA European Championship",0
