queries,response
"Portugal national football team, FC Porto, Paris Saint-Germain F.C., Wolverhampton Wanderers F.C., UEFA European Championship, UEFA Champions League, Ligue 1",0
"Kylian Mbappé, France national football team, UEFA Euro 2024",0
"UEFA Euro 2024, Portugal national football team, Slovenia national football team",0
"Venezuela national football team, Canada, 2024 Copa América",0
"Cristiano Ronaldo, Manchester United F.C., Juventus F.C., Saudi Pro League, Al-Nassr FC, Portugal national football team, Saudi Arabia",0
"Joe Biden, George Stephanopoulos, Democratic Party, ABC News, Donald Trump, Interview",5
"Real Madrid CF, UEFA Euro 2024, Turkey national football team, Cristiano Ronaldo, Wayne Rooney",0
"Cody Rhodes, WWE, WWE Money in the Bank",0
"New York Mets, Pittsburgh Pirates, MLB",0
"England national football team, Switzerland national football team, UEFA Euro 2024, Gareth Southgate, Switzerland",0
"Canada, Copa América, Inter Milan, Injury in humans",0
"Boston Red Sox, Injured list, Chris Martin, Relief pitcher, Inflammation, New York Yankees",0
"Croatia women's national football team, University of Virginia, Goalkeeper, Croatian Football Federation, UEFA European Championship",0
"St. Louis Cardinals, Washington Nationals, MLB",0
"Santos Laguna, Club Puebla, Liga MX, 2024",0
"Spain national football team, UEFA Euro 2024, Toni Kroos, Germany, FC Barcelona, Spain",0
"France, National Rally, Far-right politics, Agriculture, 2024, Jordan Bardella",5
"Tropical cyclone, Texas",0
"FC Bayern Munich, Jamal Musiala, Germany national football team, Julian Nagelsmann, UEFA European Championship",0
"Dallas Cowboys, Jerry Jones, NFL, Saudi Arabia, Craig Carton",0
"Volcano, Mount Etna, Volcanic eruption, Italy, Lava, Sicily, Stromboli",0
"Savannah Bananas, Buffalo, Sahlen Field, Baseball",0
"Netherlands, Türkiye, Netherlands national football team, UEFA Euro 2024",0
Cristiano Ronaldo,0
"Carlo Maria Viganò, Pope Francis, Vatican City, Catholic Church, Archbishop, Holy See, Excommunication, Schism",0
"Argentina, France, France national rugby union team",0
"Orlando Magic, Franz Wagner, NBA",0
"Flood, Wisconsin, Manawa, Flash flood",0
"Bubba Wallace, NASCAR, Chicago, NASCAR Cup Series",5
"Edmonton Oilers, Ryan McLeod, Buffalo Sabres, National Hockey League, Ice hockey",0
"Flood warning, Flash flood, Missouri River, National Weather Service",0
"Robson Conceição, Boxing, Super featherweight, Shakur Stevenson",0
"Money laundering, Spain, France, Europol, Europe",0
"Nate Diaz, Jake Paul, Boxing, Jorge Masvidal, Mixed martial arts",0
"Ryan Garcia, World Boxing Council, Racism",0
"Germany, Tourism, 2024, Berlin",0
"Club Tijuana, Querétaro F.C., Liga MX, Corregidora Stadium",0
"Nicco Annan, STARZ, Down in the Valley, Katori Hall",0
"Severe weather, Thunderstorm, Nebraska, Flood, National Weather Service, Tornado",0
"Greece, UEFA Euro 2004, Greece national football team, Otto Rehhagel, Portugal national football team",0
"North Dakota, Derailment, Railroad car, Hazardous and Toxic Materials",0
France,0
"Chicago Cubs, Los Angeles Angels, Pitcher",0
"Tropical cyclone, Coastal Health District, Preparedness, Emergency evacuation",0
"Wildfire, Wharton State Forest, New Jersey Forest Fire Service, Batona Campground, Batona Trail, South Jersey, Forest",0
"Liverpool F.C., Uruguay national football team, Copa América, Arne Slot",0
"C.D. Guadalajara, Deportivo Toluca F.C., Liga MX",0
"License, South Australia",0
"BoatSafeUS.com, Safety, New Jersey, Toms River, Washington Street, 08753",0
"California, Volunteering, National Public Radio, Heat wave",0
"Iran, Saeed Jalili, Presidential election",5
"Smurfit Kappa Group, WestRock",0
"Tornado, China, Shandong",0
"WWE, Money in the Bank ladder match, Chelsea Green",0
"RWBY, Viz Media, Rooster Teeth, Anime, Kerry Shawcross, Manga, Monty Oum",0
"FC Barcelona, Athletic Club, Chelsea F.C.",0
"FC Barcelona, Lionel Messi, Real Madrid CF, Neymar",0
"Saks Fifth Avenue, Neiman Marcus, Hudson's Bay Company, HBC, Amazon.com",0
"João Palhinha, FC Bayern Munich, Fulham F.C.",0
"Tyler Childers, The White House, Independence Day (United States), Angelica Hale, July 4",5
"Pittsburgh Pirates, Pitcher, Injured list",0
"Venezuela, Miami, Indictment, David Rivera, Presidential election",5
"Arkansas, Abortion, Ballot",5
"Meta, Social media",0
England national football team,0
"Essence Music Festival, Film festival, 2024",0
"Venezuela, Tropical cyclone, Flood",0
"Carlos Alcaraz, Frances Tiafoe, Wimbledon, Tennis",0
"The Mole, Netflix, Reality television, Ari Shapiro",0
"Anime, Trailer, Tamiki Wakaki, Premiere, Saori Hayami",0
"Hainan, Germany, Free-trade zone, Free trade, International trade, China, Europe",0
"Venezuela, Venezuelans, Nicolás Maduro, Edmundo González Urrutia",0
"referee, UEFA Euro 2024",0
"PGA TOUR, Jordan Spieth, Jay Monahan",0
"San Antonio Spurs, NBA Summer League",0
"Thunderstorm, Humidity",0
"Viktor Orbán, Fidesz, Hungary, European Parliament, Freedom Party of Austria, Far-right politics, European Union",0
"Real Madrid CF, Fran García, A.F.C. Bournemouth, LaLiga, Premier League, Rayo Vallecano, Defender",0
"Stabbing, White Plains",0
