queries,response
"England national football team, UEFA Euro 2024, Slovakia national football team",0
"Minnesota Vikings, Accident, Cornerback, NFL, Oregon Ducks football",0
"Jordan Pickford, England national football team, UEFA European Championship, Goalkeeper, Everton F.C., Gareth Southgate",0
"South Africa national rugby union team, Ireland national rugby union team, Rassie Erasmus",0
"Luka Dončić, Giannis Antetokounmpo, Olympic Games, Slovenia, Greece, Basketball, Dallas Mavericks",0
"Indiana Fever, New York Liberty, WNBA",0
"Netherlands, Türkiye, Turkey national football team, UEFA Euro 2024",0
"Tour de France, Eritrea",0
"Lewis Ferguson, Bologna FC 1909, Scotland national football team, UEFA European Championship, Switzerland national football team, Celtic F.C., Serie A, Rangers F.C., UEFA Champions League",0
"Panama national football team, Colombia national football team, 2024 Copa América",0
"Mass shooting, Kentucky, Florence",0
"Carlo Maria Viganò, Pope Francis, Vatican City, Catholic Church, Holy See, Excommunication, Archbishop",0
"Boxing, Nate Diaz, Jorge Masvidal, Floyd Mayweather Jr.",0
"Josh van der Flier, Rugby union, Afrikaans, Leinster Rugby, South Africa, Ireland",0
"Mock draft, NFL, NFL draft",0
"Iga Świątek, Wimbledon, Yulia Putintseva, Tennis",0
"British Grand Prix, Formula 1, George Russell, Lando Norris, Lewis Hamilton, Silverstone Circuit, Mercedes AMG Petronas F1 Team, McLaren, Max Verstappen",0
"Greece, UEFA Euro 2004, Greece national football team, Otto Rehhagel, Portugal national football team",0
"God Save the King, Anthem, United Kingdom, England national football team",0
"José Altuve, Houston Astros, MLB",0
"FIBA, Cameroon men's national basketball team, Cameroon, Basketball, Latvia",0
"NASCAR, NASCAR Cup Series, Chicago",0
"Kieran Trippier, England national football team",0
"Joe Biden, The White House, Parkinson's disease, Neurology, Neurologist",5
"Shakur Stevenson, Artem Harutyunyan, Boxing, Top Rank",0
"Chicago Red Stars, Houston Dash, National Women's Soccer League",0
"Nassif Zeytoun, Daniella Rahme, Lebanon",0
"Justin Allgaier, Alon Day, NASCAR Xfinity Series, Chicago",0
"Flood warning, Flash flood, Missouri River, National Weather Service",0
"Sami Zayn, WWE, WWE Money in the Bank, Johnny Knoxville, Toronto",0
"Jordan Spieth, John Deere Classic, PGA TOUR, TPC Deere Run",0
"Norwich City F.C., Copa América, Panama, Josh Sargent, EFL Championship",0
"Fabio Fognini, Roberto Bautista Agut, Wimbledon",0
"Chelsea F.C., Cole Palmer, Michael Owen, Manchester City F.C., Premier League, England national football team, UEFA Champions League, Manchester United F.C.",0
"FIBA, FIBA World Olympic Qualifying Tournament, Puerto Rico",0
"Novak Djokovic, Rafael Nadal, Andy Murray, Iga Świątek, Coco Gauff, Olympic Games Paris 2024, International Tennis Federation",0
"Jelena Djokovic, Novak Djokovic, Wimbledon, Tennis player",0
"San Antonio Spurs, Charlotte Hornets, NBA Summer League, 2024",0
"Philadelphia 76ers, Joel Embiid, NBA",0
"Formula 1, Red Bull Racing, Daniel Ricciardo, Helmut Marko, Sergio Pérez",0
"Greece, FIBA, 2024",0
"C.D. Guadalajara, Deportivo Toluca F.C., Liga MX",0
"FIBA, New Zealand women's national basketball team",0
"New York Yankees, Aaron Boone, Boston Red Sox",0
"Basketball, Olympic Games Paris 2024, Canada, Canada women's national basketball team",0
"Flood, Wisconsin, Manawa, Flash flood",0
"North Dakota, Derailment, Railroad car, Hazardous and Toxic Materials",0
"IndyCar Series, Mid-Ohio Sports Car Course, Hybrid vehicle",0
"Justin Brownlee, Tim Cone, Philippines men's national basketball team, Barangay Ginebra San Miguel, Philippine Basketball Association, NBA",0
"WWE, Money in the Bank ladder match, Chelsea Green",0
"July 6, 2024, Forecasting",0
"Zimbabwe national cricket team, Twenty20 International, Cricket, ICC Men's T20 World Cup, Shubman Gill",0
"International Kissing Day, Kiss, 2024",0
"Cody Gakpo, Liverpool F.C., UEFA Euro 2024, Arne Slot, Netherlands national football team",0
"Final Fantasy XIV, Square Enix, Naoki Yoshida, Massively multiplayer online role-playing game",0
"Tropical cyclone, Texas",0
"Philadelphia Phillies, Atlanta Braves, Trea Turner, Aaron Nola, Max Fried",0
"Virat Kohli, Neem Karoli Baba, India national cricket team, Anushka Sharma, Cricket",0
"Sasha Vezenkov, Toronto Raptors, Olympiacos B.C., NBA, Sacramento Kings, Turkish Airlines EuroLeague",0
"Iran, Armenia, Azerbaijan",0
"Volcano, Mount Etna, Volcanic eruption, Italy, Lava, Stromboli, Sicily",0
"Lil Wayne, Hot Boys, Juvenile, B.G., Hip hop music, Turk, Birdman, Cash Money Records",0
