queries,response
"Saks Fifth Avenue, Neiman Marcus, Amazon.com, Hudson's Bay Company",0
"Israel, Benjamin Netanyahu, Isaac Herzog, Independence Day (United States), July 4",5
"Olympic Games Paris 2024, France, San Antonio Spurs, Basketball",0
"FTSE 100 Index, Stock, London, Stock market",0
"United States national basketball team, FIBA, FIBA Under-17 Basketball World Cup, Philippines, Basketball",0
"Flood warning, Flash flood, Missouri River",0
"Fireworks, Independence Day (United States), Safety",0
"Lana Del Rey, Quavo, Migos, Trap music, Hip hop music",0
"PBS, Alfonso Ribeiro, 2024, Independence Day (United States)",0
"Wimbledon, Matteo Berrettini, Tennis, Yannick Hanfmann",0
"Gatlinburg, Parade, Independence Day (United States), Conner Smith",0
"Fireworks, Gardena, California",0
"Nasdaq, Stock, Dow Jones Industrial Average, S&P 500, Stock market index",0
"Independence Day (United States), Holiday",0
"Medal of Honor, Joe Biden, American Civil War, Philip G. Shadrach, Confederate States of America, Great Locomotive Chase",5
"Beverly Hills Cop, Eddie Murphy, Axel Foley, Action, Judge Reinhold, John Ashton, Netflix",0
"Texas, Independence Day (United States)",0
"France national football team, Didier Deschamps, UEFA Euro 2024, France, Kylian Mbappé",0
"Jen Psaki, Afghanistan, Joe Biden, White House Press Secretary, Republican Party",5
"Mark Cavendish, Tour de France, Eddy Merckx",0
"Jessica Campbell, National Hockey League, Coaching staff, American Hockey League, Ice hockey, Dan Bylsma",0
