queries,response
"Earthquake, Peru, Richter scale, Tsunami warning system",0
"2024, Arden United Methodist Church, Martinsburg, June 28",0
"George Stephanopoulos, Good Morning America, Alexandra Wentworth, Robin Roberts, Michael Strahan",0
"Monolith, Colorado, Las Vegas",0
"Candidate, Democratic Party",5
"Planned Parenthood, Joe Biden, Abortion, Democratic Party",5
"Camila Cabello, Drake",0
"Donald Trump, United States presidential debates, Joe Biden, Debate",5
"Indiana Fever, WNBA, Seattle Storm, Chicago Sky, Gucci, Iowa Hawkeyes women's basketball, Atlanta Dream",0
"Louisville Cardinals men's basketball, Pat Kelsey, Basketball, The Bahamas",0
"Russia, Ukraine, Aleksandr I. Bastrykin, Immigration, Naturalization",5
"Democratic Party, Primary election, New York's 1st Congressional District, CNN, Republican Party",5
"China, Li Shangfu, Communist Party of China, Communism, Wei Fenghe, Corruption, Central Military Commission, Xi Jinping, Defence minister",5
"Canadian Football League, Winnipeg Blue Bombers, Edmonton Elks, BC Lions, Montreal Alouettes",0
"Republican National Convention, Republican Party, Milwaukee",5
"Somalia, Conflict, Militia",0
"Debate, Devon, Cornwall, General election, Liberal Democrats, Candidate",5
"California, Supreme Court of California, Ballot, Gavin Newsom",5
"A12, M25, Essex, Dartford Crossing",0
"Robert F. Kennedy Jr., North Carolina, Ballot, Ballot access, Cornel West, Democratic Party",5
"Air India, Airbus A350, Heathrow Airport, New Delhi",0
"North Korea, United States, Donald Trump, South Korea, Thomson Reuters Corporation",5
"Iran, Protest, Strike action",0
"Masoud Pezeshkian, Iran, Tehran, Presidential election, Candidate, Presidential nominee",0
"Nikki Haley, Donald Trump Jr., Republican Party, Vice President of the United States, Joe Biden",5
"Donald Trump, Riot, United States Capitol, January 6, Associated Press",5
"Kareena Kapoor Khan, Karisma Kapoor, Hindi cinema, WhatsApp",0
"U.S. Steel, Nippon Steel, Joe Biden, United States Senator",5
"Top 14, Union Bordeaux Bègles, Stade Toulousain, Rugby union, Stade Français",0
"Megadeth, Teemu Mäntysaari, Dave Mustaine, Marty Friedman, Wintersun, Kiko Loureiro, Heavy metal",0
"Lenovo Legion, Nvidia RTX",0
