queries,response
"Joe Biden, Donald Trump, Debate, CNN, President of the United States",5
"Debate, 2024, United States presidential debates",5
"North Korea, United States, Donald Trump, South Korea, Thomson Reuters Corporation",5
"Uruguay national football team, 2024 Copa América, Uruguay",0
"Kamala Harris, Vice President of the United States, Democratic Party, Joe Biden, Pakistan",5
"Donald Trump, Riot, United States Capitol, January 6",5
"Abortion, Joe Biden",5
"Debate, Devon, Cornwall, General election, Liberal Democrats, Candidate",5
"Indiana Fever, WNBA, Seattle Storm, Chicago Sky, Marriott International, Iowa Hawkeyes women's basketball, The Gatorade Company",0
"Nigel Farage, Vladimir Putin, Ukraine, Russia, Russo-Ukrainian War",0
"Republican Party, John McGuire, Donald Trump, Virginia's 5th Congressional District, Primary election, Virginia",5
"Joe Biden, Inflation",5
"Liverpool F.C., Uruguay national football team, Copa América, Luis Suárez",0
"Joe Biden, Immigration",5
"Hunter Biden, Admission to practice law, Joe Biden, New trial, Law",5
"Estonia, NATO, Prime Minister of Estonia, Kaja Kallas, Jens Stoltenberg, Ukraine, Secretary General of NATO",5
