queries,response
"James Rodríguez, Copa América, Colombia national football team, 2014 FIFA World Cup, Colombia",0
"NHL entry draft, 2024",0
"NHL entry draft, Defenseman, Ontario Hockey League, San Jose Sharks, London Knights, Ice hockey",0
"Xander Bogaerts, San Diego Padres, Boston Red Sox, Fenway Park",0
"Brazil national football team, 2024 Copa América, Paraguay",0
"Martin Mull, Roseanne, Clue, Arrested Development",0
"Nail salon, Long Island, Hawaii NAIl & SPA",0
"NHL entry draft, Chicago Blackhawks, Western Hockey League",0
"Simone Biles, Olympic Games",0
"Philadelphia Flyers, Cam Atkinson, National Hockey League, Ryan Suter, Dallas Stars",0
"New York Rangers, Patrick Kane, National Hockey League, Free agent, Chicago Blackhawks",0
"Brazil national football team, Rodrygo, Neymar, Copa América, Vinicius Junior, Real Madrid CF",0
"NASCAR Craftsman Truck Series, NASCAR, Rackley Roofing 200, Nashville Superspeedway",0
"Dejounte Murray, New Orleans Pelicans, Atlanta Hawks, NBA, Los Angeles Lakers, Larry Nance, Jr., San Antonio Spurs, Trae Young",0
"Gymnastics, United States Olympic trials, Summer Olympic Games, Simone Biles",0
"Casablanca, Podcast, Humphrey Bogart, Rick Blaine, Ingrid Bergman",0
"St. Louis Blues, Claude Julien, National Hockey League, Montreal Canadiens, Boston Bruins",0
"Calgary Flames, NHL entry draft, Craig Conroy, Jarome Iginla",0
"National Hockey League, Edmonton Oilers, Ice hockey, 2024, Florida Panthers, 2023",0
"National Hockey League, San Jose Sharks",0
"Montreal Canadiens, Los Angeles Kings, NHL entry draft",0
"Prince George Cougars, Western Hockey League, Ice hockey",0
"BET Awards, Will Smith, 2024",0
"Pokémon GO, Niantic, Inc., Gamescom",0
"June 28, 2024, First Alert",0
"Vanessa Ferrari, Gymnastics, Olympic Games, Gymnast, Olympic Games Paris 2024",0
"New York Mets, MLB, Luis Severino, National League",0
"Joe Biden, Protest, New York City Police Department, Jill Biden",5
"The Mole, Netflix, Game show",0
"Monolith, Colorado, Las Vegas",0
"The Stonewall Inn, Joe Biden, New York, Stonewall National Monument, Stonewall riots",5
"Cody Rhodes, WWE SmackDown!, Randy Orton, Kevin Owens, Roman Reigns",0
"Philadelphia Phillies, Bryce Harper, Kyle Schwarber, Miami Marlins",0
"Columbus, Fireworks, 2024",0
"Big Sean, Eminem, Hip hop music, Detroit, Tobey Maguire",0
"Katherine Schwarzenegger, Chris Pratt, Anna Faris",0
"Vancouver Canucks, Tyler Myers, Defenseman, National Hockey League, Buffalo Sabres",0
"Katharine McPhee, David Foster, American Idol",0
"Fanatics, National Hockey League, Jersey",0
"Elton John, Glastonbury Festival, Michael Eavis, Dua Lipa",0
"Tour de France, Florence, Italy, Road bicycle racing, 2024",0
"Ice cream, ESPN, College World Series",0
"Ultimate Fighting Championship, Alex Pereira, Jiří Procházka, Mixed martial arts",0
"Deadpool & Wolverine, Hugh Jackman, Ryan Reynolds, Shawn Levy, Wolverine, Logan, Marvel Cinematic Universe, Kevin Feige",0
"Andrew Mangiapane, Calgary Flames, Washington Capitals, National Hockey League",0
Wingate University,0
"New York Mets, New York Yankees, Subway Series",0
"San Diego Padres, Pitcher, Joe Musgrove, Injured list",0
"Montreal Alouettes, Toronto Argonauts, Canadian Football League",0
"Air show, Hill Air Force Base, Utah, United States Air Force Thunderbirds, Wasatch Range",0
USA Gymnastics,0
"Sika Anoa‘i, Roman Reigns, WWE, WWE Hall of Fame, Anoaʻi family, Afa Anoa‘i, Wild Samoans",0
"Southwest Airlines, Runway, Portland International Jetport, Boeing 737, Federal Aviation Administration",0
"Submarine, Spain, Narco-submarine, Colombians, Colombia, Cocaine",0
"Ice hockey, Montreal, Montreal Canadiens, Danièle Sauvageau, Premier Hockey Federation",0
"A Quiet Place, Lupita Nyong'o, Joseph Quinn, John Krasinski, Horror",0
"June Shannon, Anna Cardwell, Lauryn Efird",0
Colombia,0
"Gay Games, New York, LGBT pride",0
"STARZ, Nicco Annan, Down in the Valley, Television documentary, Katori Hall",0
"Merrick Garland, Republican Party, Joe Biden, United States House of Representatives, Robert Kyoung Hur",5
"New Orleans Pelicans, Oregon Ducks men's basketball, Free agent, Pacific-12 Conference, South Carolina Gamecocks, Basketball",0
"Pension, Democratic Party, Pension fund, Bob Casey Jr., Joe Biden",5
"Adley Rutschman, Baltimore Orioles, Catcher, Baseball, Tampa Bay Rays, Roch Kubatko",0
"Edmonton Oilers, NHL entry draft",0
"Abortion, United Arab Emirates, U.S. state",0
"Olympic Games, United States Olympic trials, USA Gymnastics",0
"SWV, Xscape, Concert tour, 702",0
"Supreme Court of the United States, Chevron U.S.A., Inc. v. Natural Resources Defense Council, Inc., Law",5
"Charles Leclerc, Austrian Grand Prix, Formula 1, Scuderia Ferrari",0
June 29,0
Press release,0
"Pride parade, LGBT pride, Pride in London Parade, LGBT",0
"Colombia, Venezuela, Gustavo Petro, Revolutionary Armed Forces of Colombia—People's Army",0
"Switzerland national football team, UEFA Euro 2024, Germany, Switzerland, Niclas Füllkrug",0
Camila Cabello,0
"Abortion, Iowa, Supreme Court of the United States",5
Pokémon GO,0
"Milwaukee Brewers, Hamstring, MLB",0
"Independence Day (United States), Fireworks, Dog",0
