queries,response
"Margot Robbie, Tom Ackerley, Barbie",0
"Gabriel Attal, Prime Minister of France, France",0
"Olivier Faure, Socialist Party, Emmanuel Macron, France, Pension",0
"Detroit Tigers, Cincinnati Reds",0
"Los Angeles Dodgers, Milwaukee Brewers, Shohei Ohtani",0
"Fluminense FC, Fortaleza Esporte Clube, Campeonato Brasileiro Série A",0
"Ivica Zubac, Basketball, Greece, LA Clippers, Luka Dončić",0
"IndyCar Series, Mid-Ohio Sports Car Course, Álex Palou, Hybrid vehicle, Indy 200 at Mid-Ohio, Pato O'Ward",0
"Arizona Diamondbacks, San Diego Padres, MLB",0
"Colorado Rockies, Kansas City Royals, Brenton Doyle, Austin Gomber, Seth Lugo",0
"Pittsburgh Pirates, New York Mets, Pitcher, Injured list",0
"Texas Rangers, Tampa Bay Rays, Corey Seager, Shane Baz, Michael Lorenzen",0
"Willie Nelson, Outlaw country, Willie Nelson's Fourth of July Picnic",0
"Esporte Clube Juventude, Grêmio FBPA, Campeonato Brasileiro Série A, Esporte Clube Bahia",0
"Dan Patrick, Acting governor, Greg Abbott, Lieutenant Governor of Texas",5
"Jean-Luc Mélenchon, La France Insoumise, National Rally, Marine Le Pen, Left-wing politics",0
"Roberto Bautista Agut, Tommy Paul, Wimbledon, Tennis",0
"John Deere Classic, PGA TOUR, TPC Deere Run, Aaron Rai, Pan Cheng-tsung",0
"Serena Williams, Tennis, Hot Ones",0
"Philadelphia Phillies, MLB, Pitcher, Atlanta Braves",0
"C.F. Pachuca, C.F. Monterrey, Liga MX",0
"Cleveland Guardians, San Francisco Giants, MLB",0
"Haverhill, First responder, Lake Saltonstall",0
"Middle River, Baltimore County Police Department, Taos Circle, Metro Crime Stoppers",0
"Kyle Larson, NASCAR Cup Series, NASCAR, Chicago, Shane van Gisbergen",0
"Bethenny Frankel, Paul Bernon, The Real Housewives of New York City, Olivia Culpo",0
"Chicago White Sox, Miami Marlins, MLB",0
"NASA, Asteroid, Earth, Asteroid impact avoidance, Planetary Defense Coordination Office, near-Earth object, Impact event",0
"Seattle Mariners, Toronto Blue Jays, Center fielder",0
"Minnesota Lynx, WNBA, Connecticut Sun, Napheesa Collier",0
"British Grand Prix, Formula 1, George Russell, Lewis Hamilton, Silverstone Circuit, Mercedes AMG Petronas F1 Team, Lando Norris, McLaren",0
"Clayton Kershaw, Los Angeles Dodgers, Pitcher",0
"Spain, FIBA, Basketball, Olympic Games, FIBA World Olympic Qualifying Tournament, The Bahamas",0
"Cori Bush, Democratic Party, House Democratic Caucus, Hakeem Jeffries, St. Louis",5
"Jesse Jane, Pornographic film actor",0
"Milwaukee Brewers, Major League Baseball All-Star Game, Pitcher, Closer, National League, Baseball, Christian Yelich",0
"Gwyneth Paltrow, Derek Blasberg, Diarrhea, Goop, Gossip",0
Rashida Jones,0
"Tropical cyclone, Texas",0
"New Zealand, Dragon Age, Australia, Record chart",0
"Oakland Athletics, Baltimore Orioles, Brent Rooker, Pitcher",0
"Yogi Adityanath, Chief Minister, Uttar Pradesh, Education, School, Student, Lucknow",0
"Greg Abbott, Taiwan, Governor of Texas, Asia, South Korea",5
"Christian Walker, Los Angeles Dodgers, Arizona Diamondbacks, Dodger Stadium",0
"Skydance Media, National Amusements, Shari Redstone, David Ellison, Mergers and acquisitions, Paramount Pictures",0
"Bob Menendez, United States Senator",5
"National Women's Soccer League, North Carolina Courage, WakeMed Soccer Park",0
"Texas Rangers, Major League Baseball All-Star Game, Bruce Bochy, American League All-Star Team, American League, MLB",0
"Shark Week, Sharks, Discovery Channel",0
"Cleveland Guardians, Josh Naylor, José Ramírez, Kyle Tucker, Carlos Rodón",0
"Lil Durk, Stepfather",0
"Chicago Cubs, St. Louis Cardinals, MLB, Cody Bellinger, Jameson Taillon",0
"San Jose Earthquakes, Chicago Fire FC, MLS, Hugo Cuypers",0
"Éric Ciotti, The Republicans, National Rally, Morocco, France, Far-right politics",5
"Esports, Saudi Arabia",0
"Faith Kipyegon, Athletics, 1500 metres world record progression, Diamond League, World record",0
"Mayor, Fox News, Georgia, Fox & Friends, Arabi",5
"Washington Nationals, MLB, New York Mets",0
"Chicago Cubs, Colten Brewer, Relief pitcher",0
"Jessica Springsteen, Olympic Games Paris 2024, Bruce Springsteen, Show jumping",0
"Mineral, Rare-earth element, China, Geology",0
"Kevin Mayer, Decathlon, Paris, Diamond League, Olympic Games Paris 2024",0
"Iran, Destroyer, Islamic Republic of Iran Navy, Capsizing, IRIS Sahand, Bandar Abbas",0
"The Bachelor, Reality television, The Bachelorette",0
"Cleveland Guardians, American League Central, Pitcher",0
"Rafael Nadal, Casper Ruud, Tennis, Swedish Open, Association of Tennis Professionals, Carlos Alcaraz",0
"Jair Bolsonaro, Brazil, Conservative Political Action Conference (CPAC), Right-wing politics, Donald Trump, Far-right politics",0
"Georgia Tech Yellow Jackets football, Kirby Smart, Georgia Institute of Technology, American football, Brent Key, College Football, Atlantic Coast Conference, Head coach",0
"Detroit Tigers, Zach McKinstry",0
"Olympic Games Paris 2024, Olympic Games, Tiffany Hayes, 3x3 basketball, Marcedes Walker, Azerbaijan, Las Vegas Aces, UConn Huskies women's basketball, WNBA",0
Tennis,0
"WWE SmackDown!, Drew McIntyre, Jey Uso, Money in the Bank ladder match, CM Punk, Chad Gable",0
